annual_inc,application_type,avg_cur_bal,chargeoff_within_12_mths,delinq_2yrs,dti,emp_length,grade,inq_last_12m,installment,loan_amnt,num_actv_bc_tl,pub_rec_bankruptcies,home_ownership,term,mort_acc,num_tl_90g_dpd_24m,purpose,year,loan_default,job
60000.0,Individual,1146.0,0.0,0.0,19.32,10,C,6.0,854.32,25000,7.0,0.0,RENT,36,1.0,0.0,debt_consolidation,2016,0,clerk
90000.0,Individual,7809.0,0.0,0.0,20.6,10,C,2.0,840.91,25000,4.0,0.0,MORTGAGE,36,2.0,0.0,credit_card,2016,0,driver
55000.0,Individual,5820.0,0.0,0.0,13.22,10,B,8.0,78.48,2400,2.0,1.0,MORTGAGE,36,1.0,0.0,medical,2017,0,assistant
58000.0,Individual,1894.0,0.0,1.0,17.75,10,C,1.0,821.2,24000,3.0,0.0,OWN,36,0.0,0.0,house,2017,0,other
110000.0,Individual,6165.0,0.0,0.0,4.91,5,C,1.0,623.55,17975,3.0,0.0,RENT,36,0.0,0.0,credit_card,2017,1,consultant
40000.0,Individual,1378.0,0.0,0.0,12.21,7,E,7.0,404.51,10000,3.0,1.0,RENT,36,0.0,0.0,credit_card,2017,1,manager
100000.0,Individual,2459.0,0.0,1.0,8.78,1,B,3.0,535.79,17000,3.0,0.0,RENT,36,3.0,1.0,debt_consolidation,2016,0,manager
86850.0,Individual,45767.0,0.0,1.0,13.6,10,A,5.0,341.42,11000,3.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2018,0,controller
38091.0,Individual,3379.0,0.0,0.0,25.14,1,F,1.0,378.65,12000,2.0,0.0,RENT,60,0.0,0.0,debt_consolidation,2017,1,inspector
55000.0,Individual,24642.0,0.0,0.0,15.11,10,B,2.0,329.48,10000,4.0,0.0,MORTGAGE,36,4.0,0.0,debt_consolidation,2016,0,warehouse
55992.0,Individual,1088.0,0.0,0.0,3.58,6,E,2.0,391.7,10000,2.0,0.0,RENT,36,1.0,0.0,other,2017,0,teacher
50000.0,Individual,2450.0,0.0,0.0,26.6,10,C,9.0,276.74,8000,3.0,1.0,RENT,36,5.0,0.0,debt_consolidation,2016,0,paralegal
65000.0,Joint App,2125.0,0.0,0.0,18.57,10,E,1.0,941.96,35000,2.0,0.0,RENT,60,0.0,0.0,debt_consolidation,2016,0,other
77000.0,Individual,30365.0,0.0,0.0,26.07,10,C,2.0,388.2,11200,8.0,0.0,MORTGAGE,36,6.0,0.0,debt_consolidation,2017,0,agent
57000.0,Individual,4368.0,0.0,0.0,23.45,6,C,4.0,202.14,6000,4.0,0.0,MORTGAGE,36,1.0,0.0,home_improvement,2016,0,examiner
28800.0,Individual,6551.0,0.0,0.0,27.54,2,E,9.0,314.23,11500,3.0,0.0,RENT,60,0.0,0.0,debt_consolidation,2016,1,assistant
100000.0,Individual,2562.0,0.0,0.0,3.58,10,D,1.0,891.93,24000,1.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,0,chief
60000.0,Individual,10810.0,0.0,0.0,20.02,10,C,4.0,410.26,17600,4.0,0.0,MORTGAGE,60,2.0,0.0,debt_consolidation,2017,0,other
40000.0,Individual,1496.0,0.0,0.0,22.2,1,B,2.0,146.8,4500,3.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,other
44000.0,Individual,10323.0,0.0,0.0,33.55,9,C,1.0,205.04,6000,4.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2016,0,other
90000.0,Individual,7241.0,0.0,0.0,9.75,4,B,3.0,478.12,15000,12.0,0.0,MORTGAGE,36,2.0,0.0,credit_card,2016,0,director
50000.0,Individual,8251.0,0.0,0.0,20.07,1,A,0.0,602.3,20000,0.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2016,0,technician
55000.0,Individual,2342.0,0.0,0.0,6.37,3,B,3.0,235.69,7200,2.0,1.0,RENT,36,0.0,0.0,credit_card,2016,0,other
48900.0,Individual,3942.0,0.0,0.0,30.71,4,B,4.0,132.84,4000,6.0,0.0,OWN,36,2.0,0.0,home_improvement,2017,0,mechanic
45000.0,Individual,5997.0,0.0,0.0,28.29,10,B,2.0,377.37,12000,1.0,0.0,RENT,36,0.0,0.0,credit_card,2016,0,owner
37000.0,Individual,11861.0,0.0,0.0,34.32,1,C,5.0,202.14,6000,3.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2016,0,other
125000.0,Individual,9297.0,0.0,0.0,9.07,10,E,7.0,590.44,20000,7.0,0.0,MORTGAGE,60,3.0,0.0,credit_card,2016,0,specialist
72000.0,Individual,1422.0,0.0,0.0,10.07,10,C,4.0,546.77,16000,6.0,0.0,RENT,36,1.0,0.0,debt_consolidation,2016,0,manager
176000.0,Individual,15988.0,0.0,0.0,3.92,10,A,2.0,650.44,21000,3.0,0.0,MORTGAGE,36,3.0,0.0,home_improvement,2018,0,manager
47476.08,Individual,5794.0,0.0,0.0,32.38,2,D,4.0,454.88,12000,3.0,0.0,RENT,36,0.0,0.0,credit_card,2017,0,analyst
60000.0,Individual,2113.0,0.0,0.0,17.86,3,B,0.0,635.91,20000,6.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,other
42000.0,Individual,4494.0,0.0,0.0,44.12,10,C,1.0,375.91,11000,3.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,other
60000.0,Individual,15001.0,0.0,0.0,13.74,10,C,0.0,433.14,19200,1.0,0.0,MORTGAGE,60,3.0,0.0,debt_consolidation,2017,0,trainer
50000.0,Individual,334.0,0.0,0.0,4.87,10,B,5.0,159.38,5000,3.0,1.0,MORTGAGE,36,0.0,0.0,credit_card,2016,0,other
34560.0,Individual,14526.0,0.0,0.0,8.26,10,B,0.0,329.24,10000,1.0,0.0,MORTGAGE,36,3.0,0.0,other,2017,0,other
99500.0,Individual,9542.0,0.0,0.0,17.87,7,A,0.0,155.74,5000,2.0,0.0,RENT,36,2.0,0.0,other,2016,0,engineer
52000.0,Individual,10440.0,0.0,0.0,8.22,7,B,0.0,182.12,5525,1.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,teacher
110000.0,Individual,14360.0,0.0,2.0,6.86,10,A,1.0,246.99,8000,2.0,0.0,RENT,36,5.0,2.0,credit_card,2016,0,engineer
60000.0,Joint App,5881.0,0.0,1.0,47.5,1,C,9.0,339.74,10000,5.0,0.0,OWN,36,0.0,0.0,home_improvement,2018,0,manager
52000.0,Individual,1445.0,0.0,0.0,26.24,4,E,7.0,254.43,6400,3.0,0.0,RENT,36,0.0,0.0,house,2016,0,coordinator
365000.0,Individual,44995.0,0.0,0.0,11.35,8,B,5.0,204.84,6400,4.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2017,0,partner
62500.0,Individual,2765.0,0.0,1.0,19.83,10,B,5.0,164.86,5000,3.0,0.0,RENT,36,0.0,0.0,credit_card,2016,1,other
187500.0,Individual,28144.0,0.0,0.0,17.31,3,C,4.0,832.47,35000,6.0,0.0,MORTGAGE,60,3.0,0.0,debt_consolidation,2017,1,resources
100000.0,Individual,2450.0,0.0,0.0,16.2,8,B,2.0,988.86,30000,4.0,0.0,MORTGAGE,36,0.0,0.0,major_purchase,2016,1,other
79000.0,Individual,15554.0,0.0,0.0,17.39,2,D,15.0,173.51,4800,5.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2017,0,president
176000.0,Individual,7221.0,0.0,0.0,25.96,10,G,7.0,858.78,26150,6.0,0.0,OWN,60,1.0,0.0,debt_consolidation,2017,1,sergeant
65000.0,Individual,11025.0,0.0,1.0,14.43,10,C,1.0,368.58,11000,6.0,0.0,MORTGAGE,36,0.0,0.0,debt_consolidation,2018,0,teacher
69000.0,Individual,2161.0,0.0,0.0,1.6,8,A,0.0,31.29,1000,2.0,0.0,RENT,36,0.0,0.0,other,2015,0,other
65000.0,Individual,16011.0,0.0,0.0,15.07,10,B,2.0,298.86,14400,2.0,0.0,MORTGAGE,60,3.0,0.0,debt_consolidation,2016,1,clerk
92460.0,Individual,36033.0,0.0,0.0,16.79,3,B,3.0,766.37,23250,2.0,0.0,OWN,36,2.0,0.0,debt_consolidation,2016,0,manager
125715.12,Individual,30841.0,0.0,0.0,19.93,10,A,2.0,1245.91,40000,3.0,0.0,MORTGAGE,36,3.0,0.0,credit_card,2016,0,architect
65000.0,Individual,6087.0,0.0,0.0,22.71,9,A,2.0,885.06,28000,3.0,0.0,MORTGAGE,36,1.0,0.0,credit_card,2016,0,marketing
117000.0,Individual,50352.0,0.0,0.0,15.67,1,C,8.0,84.95,2500,2.0,0.0,MORTGAGE,36,3.0,0.0,other,2017,0,manager
37000.0,Individual,1052.0,0.0,2.0,23.0,3,D,5.0,254.84,7050,4.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,other
25000.0,Joint App,44858.0,0.0,0.0,36.39,10,B,2.0,329.82,15000,5.0,0.0,MORTGAGE,60,2.0,0.0,debt_consolidation,2017,0,other
45000.0,Individual,20391.0,0.0,0.0,32.26,10,D,6.0,199.45,5650,7.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2016,0,coach
60000.0,Individual,40541.0,0.0,1.0,21.9,8,C,8.0,699.1,20000,2.0,0.0,MORTGAGE,36,1.0,1.0,debt_consolidation,2016,1,driver
52000.0,Individual,4028.0,0.0,0.0,11.77,2,C,7.0,83.93,2500,0.0,2.0,MORTGAGE,36,1.0,0.0,other,2017,0,teacher
57000.0,Joint App,6721.0,0.0,0.0,18.34,4,B,2.0,709.16,22000,1.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,0,analyst
85000.0,Individual,13617.0,0.0,0.0,21.09,5,A,4.0,939.96,30000,11.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2017,0,director
135000.0,Individual,10223.0,0.0,0.0,9.54,4,A,2.0,188.0,6000,3.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2016,0,it
33500.0,Individual,1558.0,0.0,0.0,7.99,1,C,0.0,187.17,5400,2.0,0.0,RENT,36,0.0,0.0,credit_card,2016,0,manager
92000.0,Individual,44714.0,0.0,0.0,13.89,3,B,2.0,482.61,15000,3.0,1.0,MORTGAGE,36,6.0,0.0,debt_consolidation,2015,0,manager
170000.0,Individual,52996.0,0.0,0.0,16.61,2,B,2.0,622.71,28000,3.0,0.0,MORTGAGE,60,3.0,0.0,debt_consolidation,2017,0,finance
385000.0,Individual,40216.0,0.0,2.0,26.42,4,B,0.0,1153.67,35000,8.0,0.0,OWN,36,1.0,1.0,credit_card,2016,0,partner
117700.0,Individual,1172.0,0.0,0.0,4.4,1,B,6.0,982.88,30000,6.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2018,0,engineer
92000.0,Individual,7902.0,0.0,0.0,22.27,3,E,4.0,556.83,20000,3.0,0.0,MORTGAGE,60,1.0,0.0,debt_consolidation,2016,0,driver
65000.0,Individual,1890.0,0.0,0.0,15.99,1,B,0.0,697.41,21000,10.0,0.0,RENT,36,0.0,0.0,credit_card,2017,0,manager
60000.0,Individual,21266.0,0.0,0.0,19.64,5,B,3.0,219.38,10000,8.0,0.0,MORTGAGE,60,1.0,0.0,debt_consolidation,2016,1,other
100000.0,Individual,2071.0,0.0,0.0,17.23,8,D,6.0,630.79,18000,7.0,1.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2016,0,advisor
189318.0,Individual,4188.0,0.0,3.0,11.23,10,C,1.0,670.23,20000,1.0,0.0,OWN,36,0.0,0.0,credit_card,2017,1,other
72000.0,Individual,3342.0,0.0,0.0,21.83,1,E,7.0,711.01,18125,3.0,1.0,RENT,36,0.0,0.0,other,2017,1,maintenance
26000.0,Individual,8442.0,0.0,0.0,21.7,7,B,1.0,67.6,2050,4.0,0.0,MORTGAGE,36,2.0,0.0,credit_card,2017,0,recruiter
55873.0,Individual,2340.0,0.0,0.0,18.8,7,A,3.0,157.82,5150,6.0,0.0,MORTGAGE,36,0.0,0.0,credit_card,2016,0,carrier
85000.0,Individual,17681.0,0.0,0.0,14.82,10,A,0.0,313.23,10000,2.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2018,0,manager
76000.0,Individual,4201.0,0.0,0.0,11.9,1,C,4.0,345.92,10000,2.0,0.0,OWN,36,0.0,0.0,home_improvement,2016,0,consultant
61500.0,Individual,4319.0,0.0,1.0,15.34,8,D,0.0,382.95,15000,2.0,0.0,RENT,60,2.0,1.0,medical,2016,1,administrator
51500.0,Individual,23861.0,0.0,0.0,15.73,3,F,7.0,626.4,19550,5.0,0.0,MORTGAGE,60,1.0,0.0,debt_consolidation,2017,1,other
91000.0,Individual,6600.0,0.0,1.0,13.07,10,A,2.0,300.79,9600,5.0,0.0,MORTGAGE,36,1.0,1.0,major_purchase,2016,0,handler
26000.0,Individual,5751.0,0.0,0.0,33.8,1,D,2.0,324.85,9100,1.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,0,cook
100000.0,Individual,64378.0,0.0,0.0,13.01,3,C,1.0,608.09,25000,1.0,0.0,MORTGAGE,60,3.0,0.0,credit_card,2018,0,manager
40000.0,Individual,1686.0,0.0,0.0,22.1,4,B,1.0,251.58,8000,8.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,0,specialist
63000.0,Individual,1913.0,0.0,0.0,18.21,7,D,0.0,710.87,28000,4.0,0.0,MORTGAGE,60,2.0,0.0,debt_consolidation,2016,1,therapist
45000.0,Individual,4004.0,0.0,0.0,17.09,3,C,1.0,94.0,2800,2.0,1.0,OWN,36,0.0,0.0,car,2017,0,manager
150000.0,Individual,4987.0,0.0,4.0,24.61,9,C,1.0,465.27,20000,4.0,0.0,RENT,60,0.0,0.0,home_improvement,2016,0,nurse
90000.0,Individual,36348.0,0.0,0.0,10.15,6,A,2.0,614.9,20000,7.0,0.0,OWN,36,2.0,0.0,home_improvement,2018,0,engineer
103000.0,Individual,11162.0,0.0,0.0,9.58,10,B,0.0,766.07,23325,4.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2015,1,operator
27000.0,Individual,12291.0,0.0,0.0,19.6,2,C,2.0,325.86,9700,3.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2016,0,other
65500.0,Individual,29272.0,0.0,0.0,30.08,10,C,2.0,699.1,20000,1.0,0.0,OWN,36,4.0,0.0,debt_consolidation,2016,0,other
238000.0,Individual,18323.0,0.0,0.0,9.58,3,B,4.0,1137.43,35000,8.0,0.0,MORTGAGE,36,6.0,0.0,credit_card,2016,0,president
90000.0,Individual,30195.0,0.0,0.0,22.83,10,C,7.0,447.55,19200,4.0,1.0,MORTGAGE,60,1.0,0.0,credit_card,2017,0,other
53000.0,Individual,16414.0,0.0,0.0,8.56,2,G,3.0,818.04,19075,5.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2017,0,analyst
70000.0,Individual,21422.0,0.0,0.0,16.82,6,A,3.0,144.56,4800,3.0,0.0,MORTGAGE,36,2.0,0.0,other,2016,0,paralegal
70000.0,Individual,24386.0,0.0,0.0,27.88,10,B,2.0,325.33,9950,1.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2017,0,tech
32000.0,Individual,4482.0,0.0,0.0,32.67,3,C,0.0,385.41,11200,3.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2015,0,driver
67000.0,Individual,2756.0,0.0,0.0,11.71,2,C,3.0,123.03,3600,5.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,0,specialist
45000.0,Individual,2392.0,0.0,0.0,26.75,9,A,0.0,469.29,15000,3.0,0.0,RENT,36,1.0,0.0,debt_consolidation,2016,0,teacher
100000.0,Individual,49905.0,0.0,0.0,17.52,3,C,1.0,1214.15,35000,3.0,0.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2017,0,other
175000.0,Individual,15356.0,0.0,0.0,23.37,9,C,8.0,510.27,15000,11.0,0.0,MORTGAGE,36,2.0,0.0,credit_card,2016,0,director
55000.0,Individual,41183.0,0.0,0.0,11.11,2,D,3.0,366.72,10000,2.0,0.0,MORTGAGE,36,6.0,0.0,debt_consolidation,2017,0,specialist
60000.0,Individual,13350.0,0.0,0.0,33.58,10,B,1.0,192.03,6000,3.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2017,0,supervisor
55000.0,Individual,10013.0,0.0,0.0,20.6,9,F,3.0,649.16,20000,2.0,0.0,MORTGAGE,60,1.0,0.0,debt_consolidation,2017,0,manager
100000.0,Individual,46044.0,0.0,0.0,12.58,4,B,4.0,509.99,16000,4.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2016,0,manager
125000.0,Individual,1583.0,0.0,0.0,5.23,1,C,9.0,407.75,12000,6.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,1,operations
210000.0,Individual,38719.0,0.0,0.0,16.24,10,A,2.0,451.66,15000,1.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2018,0,professor
60000.0,Individual,20109.0,0.0,3.0,21.26,10,C,5.0,546.77,16000,9.0,0.0,MORTGAGE,36,3.0,1.0,other,2016,1,buyer
120000.0,Individual,6551.0,0.0,1.0,16.66,1,E,6.0,813.93,21200,5.0,0.0,MORTGAGE,36,0.0,1.0,debt_consolidation,2016,0,technician
23584.0,Individual,1456.0,0.0,0.0,25.49,10,C,0.0,351.67,10000,6.0,0.0,OWN,36,0.0,0.0,major_purchase,2017,1,associate
90000.0,Individual,16023.0,0.0,3.0,28.73,8,A,3.0,869.57,28000,6.0,0.0,MORTGAGE,36,3.0,0.0,credit_card,2016,0,owner
65000.0,Individual,3837.0,0.0,0.0,14.77,9,A,0.0,184.5,6000,4.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,0,manager
30000.0,Individual,1965.0,0.0,0.0,17.88,1,B,0.0,178.0,5400,2.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,other
92000.0,Individual,4804.0,0.0,0.0,27.8,10,D,1.0,456.79,18000,6.0,0.0,RENT,60,0.0,0.0,debt_consolidation,2016,1,supervisor
54000.0,Individual,1567.0,0.0,0.0,11.59,7,B,1.0,370.54,11625,4.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,other
63600.0,Individual,28891.0,0.0,0.0,21.11,5,B,1.0,255.04,8000,3.0,0.0,MORTGAGE,36,6.0,0.0,debt_consolidation,2016,0,manager
35000.0,Individual,30172.0,0.0,0.0,11.15,4,C,3.0,135.73,4000,1.0,0.0,MORTGAGE,36,2.0,0.0,vacation,2016,1,production
63000.0,Individual,19983.0,0.0,0.0,27.87,10,C,1.0,631.33,25950,8.0,0.0,MORTGAGE,60,3.0,0.0,debt_consolidation,2017,1,consultant
139992.0,Individual,1189.0,0.0,1.0,1.21,1,E,2.0,112.06,2800,3.0,0.0,RENT,36,1.0,0.0,debt_consolidation,2017,0,manager
70000.0,Individual,1358.0,0.0,1.0,8.07,1,C,6.0,206.5,6000,3.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,worker
60500.0,Individual,17307.0,0.0,1.0,21.33,10,D,6.0,282.41,8000,1.0,0.0,MORTGAGE,36,3.0,0.0,home_improvement,2016,0,officer
96000.0,Individual,18429.0,0.0,5.0,29.42,10,D,1.0,666.64,35000,1.0,0.0,MORTGAGE,60,3.0,4.0,debt_consolidation,2016,0,supervisor
52000.0,Individual,3138.0,0.0,0.0,28.58,10,C,0.0,778.16,22875,8.0,0.0,OWN,36,0.0,0.0,debt_consolidation,2016,0,manager
70000.0,Individual,15416.0,0.0,0.0,25.69,10,C,1.0,527.51,15000,8.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2018,0,manager
42000.0,Individual,14049.0,0.0,0.0,13.8,10,B,1.0,131.89,4000,3.0,0.0,MORTGAGE,36,1.0,0.0,credit_card,2016,0,technician
120000.0,Individual,23061.0,0.0,0.0,22.66,10,B,0.0,256.23,8000,5.0,0.0,MORTGAGE,36,6.0,0.0,car,2016,0,driver
56791.0,Individual,3514.0,0.0,0.0,17.94,10,D,1.0,596.34,24000,2.0,1.0,RENT,60,1.0,0.0,credit_card,2016,1,clerk
83000.0,Individual,11664.0,0.0,0.0,16.6,10,B,0.0,256.01,8000,2.0,0.0,RENT,36,1.0,0.0,credit_card,2018,0,teacher
70000.0,Individual,5432.0,0.0,0.0,18.34,10,D,5.0,988.95,26075,3.0,1.0,RENT,36,1.0,0.0,debt_consolidation,2016,0,auditor
84000.0,Individual,8321.0,0.0,1.0,22.1,10,E,3.0,733.18,27000,3.0,0.0,RENT,60,3.0,0.0,debt_consolidation,2016,1,manager
60000.0,Individual,4837.0,0.0,0.0,22.48,10,A,3.0,325.86,10400,5.0,0.0,MORTGAGE,36,2.0,0.0,credit_card,2016,0,manager
129000.0,Individual,60219.0,0.0,0.0,10.4,2,A,1.0,657.0,21000,2.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2016,0,manager
92000.0,Individual,2552.0,0.0,0.0,1.97,9,E,6.0,437.25,14900,4.0,1.0,RENT,60,0.0,0.0,debt_consolidation,2016,1,supervisor
33000.0,Individual,447.0,0.0,0.0,9.16,10,B,5.0,118.41,3700,3.0,1.0,MORTGAGE,36,0.0,0.0,home_improvement,2018,0,other
49000.0,Individual,5911.0,0.0,0.0,35.86,4,B,4.0,386.09,12000,4.0,0.0,OWN,36,1.0,0.0,credit_card,2016,0,teacher
53000.0,Individual,1011.0,0.0,0.0,6.2,10,A,0.0,231.55,7500,5.0,0.0,OWN,36,1.0,0.0,debt_consolidation,2016,0,supervisor
88400.0,Individual,4134.0,0.0,1.0,13.05,5,C,2.0,619.32,18000,4.0,0.0,RENT,36,2.0,0.0,debt_consolidation,2018,0,other
120000.0,Individual,16430.0,0.0,0.0,13.73,10,E,1.0,1033.26,35000,5.0,0.0,MORTGAGE,60,1.0,0.0,other,2016,1,management
240000.0,Individual,45175.0,0.0,0.0,7.57,5,B,0.0,848.51,40000,4.0,0.0,MORTGAGE,60,9.0,0.0,debt_consolidation,2018,0,specialist
40000.0,Individual,36066.0,0.0,0.0,12.33,4,C,0.0,359.3,15000,1.0,1.0,MORTGAGE,60,5.0,0.0,home_improvement,2016,0,president
82450.0,Individual,5406.0,0.0,0.0,13.61,2,B,2.0,329.62,10000,5.0,1.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,engineer
78000.0,Individual,38174.0,0.0,0.0,13.91,2,A,1.0,438.52,14000,2.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2017,0,other
78678.0,Individual,25736.0,0.0,1.0,17.09,10,B,4.0,922.93,28000,5.0,0.0,MORTGAGE,36,1.0,0.0,credit_card,2016,0,other
89000.0,Individual,506.0,0.0,0.0,8.3,8,C,7.0,367.67,16000,13.0,0.0,RENT,60,0.0,0.0,medical,2016,1,technologist
75000.0,Individual,2182.0,0.0,0.0,16.69,10,B,2.0,389.58,12000,3.0,2.0,MORTGAGE,36,0.0,0.0,debt_consolidation,2017,0,server
52000.0,Individual,5891.0,0.0,0.0,30.12,10,F,0.0,969.2,23900,2.0,0.0,RENT,36,1.0,0.0,debt_consolidation,2016,1,other
120000.0,Individual,12317.0,0.0,0.0,38.88,9,D,1.0,772.11,31550,7.0,0.0,RENT,60,5.0,0.0,debt_consolidation,2016,1,management
151000.0,Individual,34226.0,0.0,0.0,34.3,3,D,1.0,539.53,20825,2.0,0.0,MORTGAGE,60,9.0,0.0,debt_consolidation,2018,0,other
75000.0,Individual,6337.0,0.0,1.0,25.01,3,B,1.0,556.48,17000,2.0,0.0,MORTGAGE,36,2.0,1.0,debt_consolidation,2016,0,officer
26000.0,Individual,2349.0,0.0,0.0,4.2,3,B,2.0,48.23,1500,3.0,0.0,OWN,36,3.0,0.0,other,2016,0,supervisor
33000.0,Individual,3809.0,0.0,0.0,12.18,10,C,0.0,339.31,10000,1.0,0.0,RENT,36,0.0,0.0,home_improvement,2016,0,manager
120000.0,Individual,5459.0,0.0,0.0,16.72,3,B,1.0,683.94,21000,1.0,0.0,MORTGAGE,36,5.0,0.0,debt_consolidation,2015,0,other
60000.0,Individual,7387.0,0.0,0.0,15.98,1,A,5.0,240.92,8000,1.0,0.0,RENT,36,0.0,0.0,credit_card,2017,0,other
58000.0,Individual,496.0,0.0,0.0,8.21,10,B,2.0,194.77,6000,2.0,0.0,RENT,36,1.0,0.0,debt_consolidation,2018,0,other
80000.0,Individual,2505.0,0.0,0.0,21.15,10,C,2.0,271.45,8000,5.0,0.0,RENT,36,0.0,0.0,debt_consolidation,2016,0,other
90000.0,Individual,53348.0,0.0,0.0,10.2,6,E,3.0,626.52,21000,4.0,0.0,MORTGAGE,60,2.0,0.0,debt_consolidation,2017,1,manager
50000.0,Individual,13156.0,0.0,0.0,22.13,3,C,6.0,232.11,6600,2.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2017,1,driver
106320.0,Individual,28069.0,0.0,0.0,12.76,9,C,2.0,234.58,7000,3.0,0.0,MORTGAGE,36,4.0,0.0,home_improvement,2017,0,director
100000.0,Individual,23135.0,0.0,0.0,16.6,3,B,2.0,439.76,20000,10.0,1.0,MORTGAGE,60,1.0,0.0,debt_consolidation,2017,1,other
28800.0,Individual,11631.0,0.0,0.0,26.25,1,B,10.0,102.97,3125,3.0,0.0,RENT,36,0.0,0.0,credit_card,2016,0,technician
216000.0,Individual,27955.0,0.0,0.0,21.12,10,D,4.0,1240.72,35000,7.0,0.0,MORTGAGE,36,5.0,0.0,other,2016,0,director
28000.0,Individual,2533.0,0.0,0.0,13.94,2,A,0.0,312.86,10000,1.0,0.0,OWN,36,1.0,0.0,other,2016,0,coordinator
24500.0,Individual,3956.0,0.0,0.0,21.9,1,C,2.0,101.8,3000,2.0,1.0,RENT,36,0.0,0.0,debt_consolidation,2016,1,secretary
76000.0,Individual,11821.0,0.0,0.0,16.08,10,C,1.0,34.18,1000,3.0,0.0,MORTGAGE,36,3.0,0.0,vacation,2016,0,principal
160000.0,Individual,17876.0,0.0,0.0,27.05,6,D,4.0,1199.45,31625,11.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2016,0,manager
178818.0,Individual,10709.0,0.0,0.0,12.24,10,C,0.0,902.37,40000,5.0,0.0,RENT,60,1.0,0.0,credit_card,2017,0,advisor
69000.0,Individual,22349.0,0.0,0.0,22.75,10,B,3.0,614.86,18675,6.0,0.0,MORTGAGE,36,2.0,0.0,debt_consolidation,2016,0,other
80000.0,Individual,4183.0,0.0,0.0,13.31,6,A,1.0,783.07,25000,7.0,0.0,OWN,36,1.0,0.0,debt_consolidation,2017,0,other
45889.0,Individual,12287.0,0.0,0.0,45.87,10,D,1.0,168.56,4775,6.0,0.0,MORTGAGE,36,2.0,0.0,credit_card,2016,0,accountant
95000.0,Individual,30475.0,0.0,0.0,28.35,3,C,1.0,870.44,25000,3.0,0.0,MORTGAGE,36,3.0,0.0,credit_card,2016,0,nurse
50500.0,Individual,24360.0,0.0,0.0,1.24,4,E,5.0,313.36,8000,1.0,1.0,MORTGAGE,36,1.0,0.0,debt_consolidation,2017,0,manager
130000.0,Individual,30010.0,0.0,0.0,23.04,9,C,2.0,1205.72,34300,4.0,0.0,MORTGAGE,36,3.0,0.0,debt_consolidation,2016,0,manager
42000.0,Individual,5006.0,0.0,0.0,12.26,10,D,4.0,107.37,3000,1.0,1.0,RENT,36,1.0,0.0,vacation,2016,1,other
49000.0,Individual,1912.0,0.0,0.0,16.16,6,C,2.0,684.33,20000,1.0,0.0,MORTGAGE,36,0.0,0.0,debt_consolidation,2017,0,teacher
140000.0,Individual,57226.0,0.0,0.0,6.88,10,A,2.0,602.3,20000,1.0,0.0,MORTGAGE,36,5.0,0.0,debt_consolidation,2017,0,other
