max_severity,ave_severity,sentence_time,sentence_served,repeat_offender,substance_use,support,education
3,1.666666667,49.9516528,39.51073207,0,0,1,1
1,1,8.395244946,7.565499748,0,0,0,1
4,1.75,74.92388889,25.94389444,1,1,1,1
1,1,7.407281931,4.281624193,0,0,0,3
2,1.5,76.50821249,17.01195414,0,0,1,1
4,2.5,59.33963769,32.19945446,1,1,0,1
1,1,12.84258493,9.029432495,1,0,1,1
2,1.5,41.01857261,23.27698554,0,0,1,1
2,1.5,48.72961978,35.63580665,0,1,1,2
1,1,20.6947724,11.17323664,0,0,0,4
1,1,8.623383436,8.049976514,1,0,0,1
4,2,61.37494149,18.48863503,1,1,1,2
2,1.285714286,158.4955444,112.4597762,0,0,0,1
1,1,12.37502989,4.851589776,1,0,1,1
1,1,16.99501495,17.37926793,0,0,1,1
4,2,168.6551244,29.45294182,0,0,1,2
1,1,14.10433331,8.757840918,1,1,1,2
2,1.4,76.00172139,70.28417332,1,0,1,2
2,1.333333333,70.2775521,20.68081857,0,1,1,1
4,2,155.7394227,129.8661567,0,0,1,1
2,1.2,36.95377145,26.75493696,1,1,1,1
1,1,9.389071213,4.751546231,0,0,1,2
1,1,24.9973404,15.44434537,0,0,1,2
5,2.142857143,283.8915841,245.1551752,1,0,0,3
2,1.166666667,87.58932507,38.69509939,0,0,0,1
2,1.333333333,45.95466934,45.08562987,0,1,1,1
1,1,24.55922965,11.02279668,0,1,1,1
2,1.5,62.76040915,25.9231781,1,0,1,1
2,1.333333333,75.14774694,11.33260752,1,0,1,1
4,1.6,233.642418,186.5834706,1,0,1,2
2,1.222222222,130.3941163,111.000917,1,0,1,4
4,2.25,135.6918993,71.45479923,0,1,1,1
3,2,82.79999481,21.4748273,0,0,0,1
1,1,10.22823942,3.506998264,0,0,1,1
3,3,20.80224057,5.637794168,0,0,0,2
2,1.333333333,60.83147784,57.4915504,0,0,0,1
1,1,20.64311677,9.477947575,0,0,1,1
1,1,7.202360297,4.830062318,0,1,1,1
1,1,10.41042284,4.991743805,0,0,1,2
1,1,5.506127751,2.408714775,0,0,0,3
1,1,12.50349639,11.50205441,0,0,1,4
1,1,5.451014561,0.847815268,1,0,0,3
1,1,19.78436966,4.732922839,0,0,0,2
2,1.333333333,43.42976585,19.31556984,0,0,1,2
2,1.2,73.34022356,45.68478185,0,1,1,1
2,2,23.79573571,13.6320381,1,0,1,1
4,1.5,210.1665874,229.0592782,1,0,1,1
1,1,16.77494235,1.141997182,0,1,1,2
3,1.5,80.09760427,47.86707929,0,0,0,2
1,1,21.97332907,19.65377694,0,0,0,2
4,1.8,164.973999,150.2675605,0,0,1,1
1,1,25.57722136,11.42768704,1,0,1,2
3,1.666666667,57.54717687,48.09336054,0,0,0,2
3,1.285714286,97.15987149,101.6274062,1,0,1,2
4,3,66.95261222,63.7464797,0,0,0,2
2,2,8.221131618,6.308305649,1,1,1,1
2,2,16.07294198,2.476906466,0,0,0,1
1,1,19.41197544,11.20977129,0,0,1,1
1,1,9.8085242,5.864431075,0,0,0,1
1,1,22.77801644,4.710405254,1,0,1,1
4,3,37.69863859,23.8178565,0,1,1,3
1,1,24.07732379,24.76002604,0,0,1,1
1,1,23.31291911,15.0150889,0,1,1,1
3,1.6,185.1714473,35.9159797,0,1,1,3
2,1.5,22.02365929,16.82637823,1,0,1,2
2,1.333333333,49.07221385,27.22204184,0,1,1,4
1,1,62.30609837,16.51962172,0,1,1,2
1,1,20.54525115,10.52918195,0,0,1,1
2,1.166666667,96.04375289,11.50815482,0,1,0,1
1,1,4.256953654,4.665501132,0,0,1,1
2,1.333333333,41.1085236,4.353880511,0,0,0,1
2,1.333333333,66.72904318,68.88763195,0,0,1,3
2,2,18.18925948,9.437846208,0,1,0,2
4,2,139.4148112,83.22117875,0,0,1,3
3,3,17.65224995,18.75959232,0,1,1,2
1,1,13.0127829,12.45459827,0,0,0,1
2,1.4,127.7998862,58.5008998,0,0,1,3
2,1.2,113.1520552,44.41717142,0,0,1,2
3,2,32.03534213,35.15964416,0,0,1,1
2,1.333333333,18.09680831,3.209760491,0,1,1,4
1,1,39.80907353,10.10195376,1,1,0,3
2,1.25,53.10070622,32.1396782,0,0,1,3
1,1,22.21316229,22.28483258,0,0,1,1
5,5,23.80181193,25.16925789,1,0,1,1
2,1.666666667,27.58289774,7.02523804,0,0,1,1
1,1,12.38804443,11.01615735,1,1,0,3
2,1.5,17.94367291,3.60699253,0,0,1,1
3,1.6,137.3947404,149.7834491,1,0,1,2
3,2.5,57.45857693,47.53420956,0,0,0,3
1,1,21.74318243,5.34589976,1,1,1,4
5,2.2,240.0867774,100.9620839,1,0,1,1
1,1,65.97306473,12.50513537,0,1,0,1
2,1.5,33.41874406,22.81602651,1,0,1,1
1,1,3.618485265,0.89314553,1,0,0,1
3,3,16.46202454,12.96687093,1,1,1,2
4,2.5,80.41205157,33.33611142,0,1,0,1
2,1.5,28.31435097,10.55095607,0,0,1,3
3,2,56.78009635,43.10223357,0,1,0,3
2,1.333333333,50.88617013,28.94477161,1,0,1,1
1,1,4.153789986,1.842853843,0,0,1,1
3,1.6,53.58097875,10.49554115,0,1,1,3
1,1,24.85436294,16.27495515,0,1,1,3
2,2,14.53614068,13.36528425,0,0,0,1
2,1.25,84.55917784,10.67301014,0,0,1,2
1,1,24.58056492,19.13285628,0,0,1,2
1,1,15.19545208,9.083104111,1,0,0,3
1,1,5.482211455,4.751223792,0,0,0,2
3,1.6,144.0223827,118.1492552,1,1,1,2
4,3,140.997299,49.46305888,0,0,0,1
2,1.285714286,71.30657442,5.701217108,0,1,0,4
2,1.333333333,18.08347745,16.19614099,1,0,1,1
2,1.5,26.41908834,15.91832877,0,0,1,2
2,1.166666667,117.7119684,23.51462441,1,0,1,3
1,1,10.05348024,6.972061736,0,0,1,1
2,1.5,29.39167895,5.932878356,0,0,1,3
3,3,9.210151984,7.565171903,0,1,0,1
1,1,48.33845238,29.34351687,0,0,0,1
2,1.2,119.9856405,54.65765175,0,0,0,2
1,1,18.86225604,20.32265489,1,0,1,1
4,1.454545455,236.6497371,63.10936089,1,1,1,1
1,1,12.29833585,9.137957366,0,0,1,1
1,1,18.43905295,19.23389365,0,0,1,1
1,1,13.05533102,8.305697135,0,0,0,2
1,1,12.13278712,12.45227124,0,0,1,2
1,1,19.95629657,7.803137942,0,0,1,2
1,1,22.04747909,12.24410844,0,0,1,1
2,1.333333333,102.2253265,110.3762298,0,1,1,3
2,1.166666667,100.9420961,98.76921378,0,0,1,3
1,1,11.67830464,8.363631974,0,0,1,4
4,1.75,114.7994107,27.04274025,1,0,1,2
4,2.333333333,52.84417328,5.89030477,1,0,1,1
2,1.666666667,39.13931272,9.01957736,1,1,1,2
1,1,7.57235904,7.886055503,1,1,0,1
2,1.5,46.53018039,43.32087748,0,1,0,1
1,1,38.90236353,11.40978513,0,0,1,1
1,1,43.28323871,45.9410553,1,1,1,1
2,2,37.51982293,40.89228024,0,1,1,2
1,1,9.333596294,5.829305057,0,1,1,3
2,1.333333333,65.77748488,59.70100093,0,0,1,1
3,2,38.66884291,13.66606254,1,1,1,1
3,1.25,100.5291034,11.42324912,1,0,1,4
2,1.5,19.45611574,13.06544251,0,0,1,2
4,3,72.72999191,21.45403649,0,0,1,1
2,1.5,40.7830167,37.56129904,0,0,0,1
2,1.666666667,37.26399851,31.41451415,0,1,0,2
2,2,33.03607776,33.74793603,0,1,1,1
2,1.333333333,39.72009597,22.10790198,0,0,1,1
2,1.5,42.75162289,35.52476793,0,0,1,1
1,1,12.56666187,9.382796471,0,0,1,3
1,1,12.40084258,10.6921486,0,1,1,2
5,5,35.92679457,21.70812289,1,1,1,2
2,1.2,61.92806171,33.74571186,1,1,0,1
1,1,10.93282554,4.861105045,0,0,1,4
2,1.666666667,67.34953315,69.58065408,0,0,1,1
4,2,154.9703784,114.5970581,0,0,1,1
2,1.5,46.54024756,40.97840784,0,0,1,1
1,1,18.77649055,5.432368684,1,1,1,1
3,1.5,79.10032329,77.73900786,1,0,1,3
2,1.666666667,73.01312629,72.84686232,1,0,1,1
4,1.75,97.55333909,56.18757374,0,1,0,3
2,1.25,39.46709208,21.40151563,0,0,1,2
4,2,113.8267219,86.91730481,1,0,1,1
4,2,166.3092121,148.417865,0,0,1,2
2,1.333333333,66.64721653,7.99166951,0,0,0,2
2,2,26.25847893,18.3494409,0,1,0,1
3,2,59.90006965,59.29857066,0,1,1,2
2,1.5,22.79987508,1.56117808,1,0,1,1
3,1.666666667,87.26250955,42.248502,1,0,1,1
2,1.5,24.12602356,18.09157347,0,0,1,1
5,2,171.1559884,160.2064791,1,0,1,4
1,1,19.87567695,12.30575351,0,0,1,4
1,1,19.40334192,2.836147621,1,1,0,4
3,1.5,109.8520275,91.0446427,0,1,0,4
2,1.25,24.01267521,13.87548172,0,1,1,1
3,1.333333333,164.0942417,30.32082871,1,0,1,3
1,1,11.31199357,2.982151294,0,0,1,1
2,1.5,40.37244538,27.02600752,0,0,1,2
2,2,8.664695012,7.230679405,1,0,1,3
1,1,4.962558884,4.590285629,0,0,1,2
4,3,121.7605287,88.19949164,1,0,0,4
2,1.333333333,78.82109969,51.61538448,0,0,0,1
2,1.4,105.0709846,108.9084358,1,1,1,2
2,1.5,51.58398564,36.7947265,0,1,1,1
4,2.25,67.6773085,5.643863748,1,0,1,3
3,2,57.88267657,18.7462723,0,0,0,1
4,2.5,59.81778768,33.06076133,0,0,0,2
1,1,26.12242498,12.4131649,1,1,1,2
2,2,22.04029395,3.638585708,0,0,1,1
3,1.6,79.45525071,49.35742399,1,0,1,1
1,1,11.58389644,5.968232785,0,1,0,2
1,1,4.789706366,1.358166823,0,0,0,1
1,1,34.94612193,18.45488062,0,1,1,1
2,1.333333333,137.4079784,122.2257158,1,0,1,3
2,1.333333333,66.52652656,8.217051327,0,1,0,1
1,1,36.69434529,24.8864743,1,1,0,3
5,3.5,105.8949546,99.74661888,1,1,1,1
2,1.5,62.50259158,19.32343093,0,1,1,2
1,1,16.27298801,16.98814702,1,0,1,3
1,1,15.49264603,1.231743288,0,1,1,2
4,2.5,36.74118499,29.38156508,0,1,0,1
2,2,20.43443275,12.46690179,1,0,1,1
3,2,182.4738388,154.4953004,1,0,0,1
1,1,26.89641113,1.661423021,0,1,0,2
1,1,22.11212699,22.26468123,0,0,1,1
3,1.5,104.3171776,72.57768071,1,0,0,1
1,1,7.046299435,2.77643325,0,0,1,1
2,1.5,63.06640734,12.9539298,1,0,1,2
5,1.8,238.2035989,198.6849462,0,1,1,1
1,1,10.01965058,4.769783315,0,0,1,2
1,1,14.70064398,15.80419979,0,0,0,2
3,2,84.54959617,87.28321868,1,0,0,2
2,2,13.13698256,3.234779839,1,0,1,3
2,1.6,61.35209996,47.00803193,0,0,0,1
2,1.666666667,49.81911771,41.56034665,0,0,1,1
2,1.333333333,70.043544,73.89519385,0,1,1,1
1,1,10.54574665,9.862157439,0,1,1,2
1,1,21.62218655,15.2308688,0,0,0,1
4,1.8,148.9583865,18.89176158,0,1,1,1
1,1,4.705041418,0.508532015,0,0,1,4
2,1.666666667,19.1605159,17.76203743,0,0,1,2
1,1,18.36018914,11.48301913,0,0,1,3
2,1.25,54.89579281,31.54796625,0,0,1,1
1,1,11.60653593,7.279116169,0,1,1,2
1,1,15.98619873,11.74902239,0,0,1,3
3,3,31.62015415,8.170320325,1,1,1,1
3,3,10.84517948,2.713585036,1,0,1,1
1,1,45.087375,25.32228451,0,1,0,1
3,2,43.86789518,18.19918363,0,1,1,1
2,2,26.06882352,4.680615147,1,0,1,4
1,1,35.49220111,19.91506237,0,0,0,2
1,1,12.91164581,2.724205282,0,0,1,1
1,1,25.46470539,22.55923447,0,0,1,3
3,3,21.51058892,9.846601783,1,1,0,2
3,2,56.09267536,3.18522093,0,0,1,1
5,1.833333333,240.2229136,114.1573425,1,1,0,2
2,1.333333333,46.25099415,6.178271325,1,1,1,2
2,1.333333333,50.64237853,10.51169925,1,1,1,1
4,2.5,44.54724964,44.07816664,0,1,1,1
1,1,7.78399222,2.318420248,1,0,1,2
3,1.6,185.3430364,148.1442971,0,1,0,2
2,1.6,122.1025521,35.00673606,1,0,0,3
3,2,78.21976809,66.70474828,1,1,1,1
1,1,13.1506709,5.705267151,0,1,1,2
2,1.333333333,56.38432335,30.55039054,0,0,1,2
1,1,21.15881742,1.708165622,0,0,1,2
4,2.25,200.8518311,88.54908976,1,1,1,2
3,1.8,101.4132968,69.51907872,1,1,1,1
1,1,22.22649713,12.08966806,0,1,1,2
5,3,55.4698148,14.38813965,1,0,1,1
1,1,20.65132986,16.68228969,0,0,1,1
2,1.333333333,33.66597407,6.525771598,0,0,1,3
4,3,54.74403359,37.89423215,1,0,1,4
2,1.5,25.7916101,22.04472725,1,0,0,1
4,2.333333333,61.24213229,43.59090119,1,0,1,1
2,1.5,44.19802047,32.62062995,0,1,1,2
2,1.5,48.04819028,47.05606111,0,0,1,1
2,1.5,67.51298448,5.669355199,0,1,1,1
4,2,37.36163003,31.65018868,1,1,0,2
3,1.75,119.4714842,40.77468954,1,0,1,3
2,2,18.24287493,6.994831931,1,0,1,1
2,1.25,137.4211917,104.5208078,0,1,0,1
1,1,18.84324815,14.81818891,0,0,1,2
1,1,11.2049754,2.15603661,0,0,1,1
1,1,3.156423447,3.362903603,1,1,1,1
1,1,22.37067506,23.94347416,1,1,1,1
1,1,11.87060289,4.630868549,1,0,1,1
3,1.4,131.2268988,59.63794168,0,0,0,3
1,1,5.529106368,1.972600341,0,0,1,1
2,1.333333333,75.69518807,39.36961696,0,1,1,4
4,1.625,224.5825168,64.15638258,0,1,1,2
3,1.666666667,93.23844083,38.72982083,0,0,1,4
4,3,48.85939655,9.553521105,0,0,1,3
1,1,18.07881492,18.32677024,1,0,1,1
3,1.75,47.43405565,36.36204177,0,1,1,1
4,2,52.73349975,53.72930444,1,0,0,1
2,1.333333333,22.87407375,22.27028499,0,0,0,1
3,1.5,189.7001584,39.02666601,1,0,1,1
2,1.2,46.60841615,32.66221185,0,1,1,3
1,1,14.51083034,1.353851168,0,0,1,1
4,4,37.60181243,38.18234058,1,1,1,1
1,1,20.13917805,15.3042315,0,0,1,2
3,1.666666667,47.30536983,50.88896188,1,0,1,3
2,1.5,35.33908308,36.67923285,1,0,1,2
2,1.5,35.44005113,35.9723432,0,0,0,1
1,1,38.1930057,15.91096708,0,0,1,4
1,1,12.00182192,3.532598014,1,0,1,1
2,1.666666667,30.28142783,28.03453694,0,1,0,2
5,2.333333333,135.4612569,125.228368,0,0,1,1
2,1.2,93.16665433,6.804292203,0,0,0,2
4,2.5,27.85244695,9.675956665,0,1,0,1
1,1,7.798986121,2.11127716,0,0,1,1
2,1.333333333,21.77577072,20.88461846,0,0,1,3
2,1.4,92.52605924,35.46277186,0,1,1,4
1,1,26.15817042,25.83482488,0,0,1,1
4,2.25,177.2522793,11.66598129,0,1,1,1
4,1.5,143.5391024,16.9682328,0,0,1,2
4,2,117.923527,127.9580521,0,0,1,2
3,2.333333333,114.2695651,6.858412244,0,1,1,1
2,1.25,63.36927465,63.69516866,0,0,0,2
2,1.333333333,60.25757011,56.45068522,1,0,1,1
2,2,24.50699759,24.82999314,0,0,1,1
3,1.5,46.63217192,36.32864139,1,0,1,1
2,1.5,33.32356385,29.59129342,0,0,1,1
4,1.75,205.7637763,148.1249398,1,1,1,1
1,1,25.00438757,11.68354355,0,0,0,4
4,2,100.3729305,51.95762507,1,0,1,2
1,1,27.77063141,23.05437175,0,0,1,1
4,1.555555556,266.3189737,157.6486802,1,0,1,2
1,1,8.718694277,6.774273955,1,0,1,3
2,1.5,43.16454681,9.497515962,1,0,1,3
1,1,4.846854195,3.270320409,0,0,1,1
1,1,7.065231541,3.376405441,0,0,1,1
2,2,25.9758346,7.140364895,0,1,1,1
1,1,4.530021867,1.485664625,0,1,1,2
2,1.333333333,50.33255191,29.50494273,1,0,0,4
4,2.333333333,129.2152424,32.59764262,0,0,1,1
1,1,16.89544995,7.041595711,0,1,1,2
2,1.2,30.95222594,17.93224466,0,1,1,4
3,3,24.86943125,14.98370998,1,0,0,2
2,2,26.69071566,28.96730978,1,0,0,1
2,2,16.85541383,9.451026193,1,0,1,1
3,1.75,92.78920219,24.15590397,0,1,1,1
2,1.5,91.26410353,52.81840045,0,0,0,3
1,1,13.07205792,2.739259543,1,0,0,1
1,1,3.461397682,2.63139214,0,1,0,3
3,3,21.17181532,13.60438444,1,0,1,1
1,1,29.18182106,16.48754671,0,0,1,4
3,3,37.2338569,37.17223222,1,1,1,2
1,1,53.25224721,22.2412052,0,0,1,1
3,1.666666667,57.05817604,32.06634362,1,0,1,2
2,1.666666667,67.85083352,71.82475827,0,0,0,4
1,1,4.89638293,4.34498764,0,0,1,1
2,1.333333333,74.4769861,59.18553437,1,0,1,2
2,1.25,69.63859856,54.25845403,0,0,1,2
1,1,20.03618053,4.791048526,0,0,1,2
4,2.5,54.53302702,52.09242943,1,1,1,1
1,1,19.1588165,13.02329913,0,0,1,1
2,1.333333333,147.3388245,117.0740164,1,0,0,1
1,1,3.6083684,3.072710863,0,0,0,2
1,1,12.36171135,11.95765571,0,1,0,1
2,1.2,42.49036181,46.10198375,1,0,0,3
1,1,5.502943422,5.10183729,0,0,0,1
3,2,105.1302436,107.8217189,0,1,0,1
2,1.333333333,53.63503535,7.93546008,0,0,1,1
2,2,44.79861864,17.63942358,0,0,0,4
3,1.6,97.88922093,14.55895779,0,1,1,1
2,1.25,79.42353894,87.22558242,0,1,1,3
4,1.75,123.3930751,34.59476526,0,0,0,1
1,1,5.588533996,3.754675674,1,0,1,1
2,1.333333333,59.68887909,33.83226293,0,0,1,1
2,1.25,87.13307441,49.62901616,0,1,1,1
2,1.5,26.14115102,18.45427434,0,1,1,3
4,1.75,58.47107818,42.25328224,1,0,0,3
2,1.2,35.9892177,15.15834452,0,0,1,1
3,2,65.82272724,6.457127351,1,1,1,4
1,1,13.13478575,12.93827214,0,0,0,1
1,1,31.63600835,30.50604481,0,0,1,2
1,1,10.30833041,1.758282203,1,0,1,4
4,4,27.74444855,25.67661446,0,1,1,1
3,2.333333333,94.55450026,83.58060543,1,1,0,1
3,2,93.61337053,11.71229749,1,0,0,2
3,2,30.33382899,7.909498945,1,1,1,2
2,1.2,43.46816085,15.35313332,0,0,0,1
3,2.5,48.90639202,53.02851739,0,1,0,1
2,1.666666667,47.79510931,7.764741607,1,0,0,2
2,2,22.03865575,12.97368411,0,0,1,1
4,1.833333333,253.7684149,230.3976248,1,1,1,1
2,1.666666667,56.44626934,21.42491071,0,1,1,1
4,2.5,57.05705006,29.2618021,0,1,0,3
1,1,9.43607123,7.222798389,0,0,0,4
3,3,17.74941074,13.55486892,1,0,1,3
2,1.25,122.3289854,130.6411808,0,1,1,3
1,1,44.72387874,45.37478712,1,0,1,2
2,1.25,81.3773842,55.99030399,1,0,1,1
2,1.5,131.2956123,42.2282521,0,0,1,3
2,1.5,43.90103917,46.96280611,0,0,1,1
3,1.285714286,121.7359661,57.18380487,1,0,0,3
1,1,13.17739513,4.553730414,0,0,1,2
4,1.5,216.8811106,65.91786087,1,1,0,1
4,2.333333333,131.6866931,126.3419649,0,1,1,1
4,2.5,45.94259371,13.3432231,1,0,1,1
1,1,26.8247595,5.769822457,1,0,0,4
2,1.333333333,50.39345505,19.75412941,0,0,1,4
4,2,79.30541099,77.50235868,1,0,1,2
2,1.333333333,132.0727016,52.98273873,1,0,0,2
1,1,14.34054151,1.063330588,0,0,1,2
4,2,80.79525932,19.51494716,0,1,1,1
2,2,21.64444099,10.40972731,0,0,1,1
3,1.4,154.9532913,11.31457406,0,1,0,2
4,4,26.70459974,26.96182394,1,1,0,3
2,1.5,44.69771165,5.619246607,0,0,1,2
1,1,11.22983957,9.250203931,0,1,0,1
3,2,39.82251762,17.56638581,1,1,0,1
1,1,27.01706899,17.15631557,0,0,0,1
2,1.333333333,32.14581098,19.46439138,1,0,0,2
1,1,11.22155448,2.563603769,0,0,1,1
2,1.5,35.39481631,19.62873393,0,0,0,2
2,1.333333333,56.13216777,8.72081255,0,1,1,2
1,1,11.64396998,1.622832682,0,0,0,1
2,1.2,59.56589689,25.57657602,1,0,1,1
3,1.6,102.1793644,103.9049828,0,0,1,1
3,1.75,122.2224686,90.51013539,1,1,0,2
4,2.5,31.50580693,7.459542696,1,0,0,3
1,1,8.441421771,3.082790043,0,0,0,4
2,2,12.67890408,6.025141225,1,1,1,1
2,1.25,67.00756042,69.34173385,1,0,0,3
1,1,6.168206084,4.447515512,1,0,0,2
2,1.4,66.17429992,9.349047037,0,0,1,2
1,1,5.282710415,0.269634558,0,1,1,3
2,1.5,47.02322621,11.60889311,1,1,1,1
1,1,14.57691992,6.064785311,0,0,0,1
2,1.333333333,57.55525662,47.30871039,1,1,1,2
3,1.666666667,91.61756298,67.82505361,1,1,1,2
4,2.2,177.8661789,174.0749687,0,0,1,1
4,1.444444444,259.7381977,236.4991521,1,0,0,2
3,1.666666667,46.82026713,50.73585473,1,0,0,2
1,1,24.16746561,6.953838807,0,1,1,2
3,1.75,92.36288961,57.88074622,1,0,1,1
3,2.5,79.04262778,70.8035699,1,0,1,4
1,1,14.82307096,2.797864639,1,0,1,1
4,2.285714286,294.9189696,164.5076562,0,1,1,2
2,2,11.07388249,5.618141461,0,1,1,3
1,1,26.14678335,15.95483491,0,0,1,2
3,2,66.34560905,33.43013355,1,1,0,2
1,1,29.5554352,27.09903305,1,0,1,1
2,2,21.88326013,2.669368063,0,1,0,1
2,1.2,115.4898137,92.67506555,1,1,0,1
2,1.25,42.91789067,20.59167831,1,0,0,1
3,1.75,89.45743286,71.72572385,1,1,1,1
2,1.5,42.13839531,14.98547181,1,0,1,1
2,1.333333333,30.28504367,19.93631176,0,0,1,2
2,1.5,27.79250855,22.22157729,0,0,0,1
1,1,12.50994095,2.640620902,0,0,1,1
1,1,4.93350396,4.61779086,0,0,1,2
1,1,13.04597229,10.04864856,1,1,1,1
1,1,20.23055915,5.250504773,0,0,0,2
4,1.857142857,360.7662753,364.3958463,1,0,1,1
1,1,21.4668497,2.356662134,1,0,1,1
2,1.333333333,37.77408915,31.41674199,0,1,0,2
4,1.571428571,293.0847189,267.032322,0,1,1,3
1,1,21.91539661,15.64825856,0,0,1,1
4,2.5,31.1122092,28.45832785,0,1,0,3
1,1,4.766250187,4.351887224,0,0,0,2
1,1,24.16823411,16.30381269,0,1,1,2
2,1.25,82.44691006,46.36535093,0,0,1,3
1,1,13.11197745,8.390151244,0,0,1,1
1,1,6.719343333,6.499897873,1,0,1,1
2,1.2,39.45856023,39.62409733,0,1,0,1
1,1,12.34158779,4.915081442,0,0,1,1
4,1.833333333,134.5210671,115.8872516,0,0,1,1
2,1.333333333,23.85371024,25.24447573,0,0,1,1
1,1,18.14699972,2.340275492,0,0,1,1
4,3,78.66074526,83.76878653,1,1,1,1
3,1.4,85.9943654,49.17472212,0,1,0,1
5,4,39.57310521,7.483190021,0,0,1,1
4,2,154.3351386,57.02926989,0,1,0,1
1,1,6.726327667,1.942120653,1,0,1,1
2,1.25,56.52008534,23.68465609,1,0,1,1
5,1.8,101.3825521,22.35738004,0,0,0,2
3,1.75,113.7120913,39.76992881,0,0,1,2
2,1.2,102.6591501,102.2337632,0,1,1,1
2,1.333333333,53.05309632,41.18351672,1,1,0,2
4,1.75,162.5078108,29.60772893,0,1,0,1
2,1.333333333,60.19478982,40.94036455,0,0,1,1
1,1,16.75497828,1.197193318,0,0,1,3
3,1.714285714,104.5176687,42.59071539,1,0,1,3
3,1.75,158.1082763,42.15170823,0,0,1,1
2,1.2,92.41010858,85.77843841,1,1,1,3
2,1.4,59.23677748,32.79253005,0,1,0,1
1,1,23.98349107,23.89445175,0,0,1,1
2,1.666666667,20.53872914,18.90701121,0,1,1,1
3,1.75,59.68751107,6.859480098,1,0,0,1
2,1.375,80.79751172,80.08419546,0,1,1,2
2,1.25,50.85432618,21.4671213,0,0,0,1
3,1.6,175.7555077,192.5777027,1,1,1,1
3,1.666666667,115.6581755,63.77684573,1,0,0,1
2,1.5,43.37304912,10.92794739,1,1,1,2
1,1,10.49671945,10.89727758,0,0,0,2
2,1.142857143,65.02751635,69.12958199,1,0,1,1
3,3,18.90519638,18.19381179,1,0,1,1
1,1,37.5567741,17.47772608,0,0,1,3
5,1.666666667,194.9204178,204.0364356,1,0,1,3
2,1.333333333,65.70255293,62.1607258,0,1,1,3
1,1,39.38104946,26.32181548,1,1,1,2
4,2.333333333,45.10733502,17.2232194,1,1,0,4
5,2.25,170.9412841,143.5463235,1,1,1,2
3,3,11.285317,11.80607012,1,0,1,1
1,1,4.507533982,3.415447708,0,1,0,4
4,3,62.56938527,60.25038014,1,0,0,1
2,1.333333333,72.76824599,31.60648461,0,0,1,1
2,1.25,58.22805837,9.148484411,1,0,0,1
4,2,65.92692325,22.5662775,1,0,0,4
3,2.333333333,112.7793953,116.8369477,0,0,0,1
1,1,18.02098601,13.53077562,1,0,1,1
3,2,75.54802049,53.36304249,0,1,0,4
4,1.8,155.2141631,117.4384055,1,0,1,1
2,1.333333333,44.33674168,35.69726958,0,0,1,1
1,1,11.48980423,7.788322541,1,1,1,2
4,1.857142857,145.2444191,74.3195454,1,0,1,3
1,1,24.18369169,22.553493,0,0,1,2
1,1,11.12437138,5.403453715,0,0,0,1
2,1.2,126.2964222,90.43852406,0,0,1,1
3,1.666666667,109.3949765,89.36680737,0,1,1,1
3,2,72.20594658,54.79896096,0,0,1,1
1,1,9.15718942,7.123775124,0,0,1,1
3,2,84.47582625,33.40444917,1,0,1,1
2,1.333333333,48.4262663,18.04992084,0,0,0,2
2,1.5,31.01790963,16.94483528,0,0,1,2
1,1,3.725642151,1.311005969,1,0,0,2
5,2.166666667,257.7839826,80.16419147,1,1,1,1
2,1.25,25.18045456,6.386654998,0,0,0,3
3,1.5,65.36776334,9.732450467,0,0,1,2
2,2,8.900189703,2.820743727,0,0,0,1
2,1.333333333,32.38316183,33.43397033,1,1,1,1
1,1,4.620618959,4.054297931,0,1,0,1
4,2,108.0756913,75.50815686,1,0,0,2
1,1,19.53956708,9.431436775,0,0,1,2
1,1,26.27874257,4.729453133,0,1,0,1
2,2,8.648697828,4.579516436,0,1,1,2
5,3,158.0524576,161.9934797,0,0,1,3
1,1,21.82557817,2.085292881,0,0,1,1
3,2,68.28671357,21.39425011,1,1,1,3
2,1.5,19.60202224,2.442647614,0,1,1,3
4,2,102.9725189,70.24696546,1,0,1,1
1,1,8.534197185,3.075651357,0,0,1,1
2,1.25,85.85255202,56.52135688,0,0,0,1
1,1,48.66898922,41.71078895,0,1,0,2
2,1.25,64.02468795,55.93200364,1,0,1,2
1,1,19.40978563,12.29699638,0,1,0,3
1,1,8.622942574,8.8620284,0,1,1,2
2,2,13.87716855,6.905679598,0,0,1,4
4,2,201.4665521,178.5696077,1,1,0,3
2,1.5,17.30570459,4.82160739,1,0,0,1
3,1.75,123.0255825,86.86647964,1,1,1,3
2,1.333333333,59.324726,12.56577657,0,0,1,3
4,2.5,85.32893974,12.99466841,1,0,0,1
1,1,21.05956944,22.50166936,0,1,0,2
2,1.2,52.494501,39.51089375,1,1,0,2
5,2.666666667,281.6077803,50.82510158,0,1,0,1
2,1.666666667,45.18351441,26.54048061,0,0,1,2
1,1,9.92323168,10.20227326,0,1,0,2
4,1.75,162.4749839,125.8929371,1,1,1,1
1,1,10.77111738,9.268232359,1,0,0,2
1,1,9.275109092,8.997067313,0,0,1,1
1,1,18.83588509,6.339594382,1,0,1,1
2,1.25,92.48020363,26.02991196,1,1,1,1
1,1,21.42603821,20.49288559,1,0,1,2
4,2.5,30.77496884,5.607341573,0,1,0,3
2,1.666666667,46.66409694,11.10220067,1,1,1,3
4,2,65.49437538,36.48785197,1,1,1,1
