max_severity,ave_severity,sentence_time,sentence_served,repeat_offender,substance_use,support,education,reoffend
1,1,11.30807559,10.54505361,0,0,1,1,1
2,1.25,55.9919146,46.8282998,0,0,1,1,1
2,1.5,41.90488605,29.23117918,0,1,1,1,0
2,2,20.29910115,20.44698295,0,0,1,1,1
1,1,54.32751532,43.81612636,0,1,1,1,1
1,1,34.32180442,28.08154457,0,0,0,4,0
1,1,3.783042429,1.561828254,0,0,0,2,1
1,1,8.986772223,6.931909393,0,0,0,2,1
1,1,12.24316427,4.496389486,0,1,0,2,0
1,1,4.033738026,2.000068787,0,0,1,3,1
1,1,14.15441363,12.60606642,0,1,1,2,0
1,1,46.00957455,6.50110918,0,1,0,3,0
1,1,21.96078969,20.10418422,1,1,0,1,0
1,1,29.19033905,14.46704188,1,0,1,1,0
2,1.5,65.15872051,15.38702881,0,0,0,1,0
2,1.166666667,124.8657059,9.9301355,0,1,1,1,0
1,1,9.573569873,6.01836234,0,0,1,3,1
1,1,4.358024661,2.22625987,0,0,0,3,1
1,1,13.73928853,13.1871782,0,0,0,1,0
1,1,30.65053727,18.68975709,0,0,0,3,1
2,2,18.03981986,17.29547994,1,0,1,3,1
1,1,12.07629228,2.671422902,1,0,1,2,1
1,1,5.539565845,3.054933252,0,0,1,1,1
2,1.2,103.9932954,52.39757171,0,0,1,2,0
1,1,57.64561473,35.11023352,1,0,0,3,1
2,1.5,48.29162819,39.0858977,0,0,0,2,1
1,1,4.794727077,2.616885586,0,0,1,1,1
2,1.333333333,123.5938275,20.4034423,0,0,0,2,0
2,2,35.63421288,9.573749682,0,1,1,1,0
2,2,17.4267113,15.3987064,0,0,1,1,1
1,1,5.675860062,1.946927219,0,0,1,2,1
1,1,28.20875306,14.22714781,0,0,0,1,0
1,1,7.87331958,5.791568383,1,1,1,1,1
3,1.5,77.72398032,11.85654416,0,0,1,3,0
2,1.2,126.5193624,40.50146736,0,0,1,2,0
1,1,11.41820926,8.380361592,0,0,1,4,0
1,1,11.01956678,9.165991962,0,0,0,3,1
3,1.4,186.783456,37.70436514,1,0,0,1,0
1,1,5.949220963,5.26764536,0,1,1,4,1
1,1,6.818170824,3.305051819,0,1,1,1,1
2,1.25,70.28968853,12.49641456,0,0,0,1,0
1,1,3.995232255,2.923764577,0,0,0,1,1
1,1,34.02235871,3.865615317,1,1,1,3,0
1,1,10.43658292,2.325478902,0,0,1,2,1
2,1.25,47.50169405,42.71765357,0,0,0,2,0
1,1,9.636315458,5.966804715,0,0,1,2,1
1,1,69.31108239,7.546971834,0,0,1,1,0
2,1.285714286,86.92877957,15.06230162,0,0,1,1,0
2,1.25,49.34438876,6.791068924,0,0,0,2,0
2,1.333333333,46.90253356,22.53352443,1,1,1,1,1
4,2.125,421.1256758,210.5429373,0,0,0,3,0
2,1.2,101.5932175,55.17981287,0,1,0,3,0
2,2,13.13714585,8.032440955,0,0,1,1,1
1,1,10.56792183,3.117103465,1,1,1,2,1
1,1,6.265700186,1.195919244,1,0,0,2,1
2,1.4,113.504791,9.42906477,0,0,1,1,0
2,1.666666667,65.15824707,40.27810537,0,0,1,1,0
1,1,21.51280394,10.70195614,0,0,1,2,1
1,1,25.88171537,8.990767765,0,0,1,2,0
1,1,16.77102662,3.956815682,1,0,0,1,1
2,1.5,47.92809478,24.93098826,0,1,0,1,0
3,2,125.200386,43.06160764,1,1,1,4,0
2,1.666666667,63.14700336,13.78182119,1,1,1,2,0
2,1.666666667,62.72596714,44.1259907,0,0,1,2,0
1,1,17.463689,11.69261407,0,0,1,1,1
2,1.25,28.80889302,7.874175491,0,0,1,4,1
4,1.714285714,173.8693764,26.17770552,0,0,1,1,0
2,1.5,32.46560536,31.19841369,0,1,0,3,0
1,1,10.10274208,10.64707268,1,0,1,2,1
2,1.333333333,51.72304983,30.22633731,1,1,0,3,0
2,2,22.29786842,9.271740968,0,0,0,2,1
2,1.5,40.45339561,8.844486533,0,0,1,2,0
1,1,21.84584487,8.971715282,0,0,1,2,0
1,1,7.520873801,2.237620778,1,1,0,1,1
2,1.333333333,38.88603262,14.86522124,1,0,0,1,0
1,1,28.2286856,25.26981668,0,0,1,4,1
1,1,6.253812097,3.105988957,0,0,1,1,1
1,1,35.65463142,8.317634565,1,0,1,2,0
1,1,15.2689458,12.97228747,0,0,1,3,1
2,1.5,37.13801615,16.23522431,0,1,1,3,0
2,1.75,79.14387566,79.47329755,0,0,1,4,1
1,1,9.931009823,7.034568396,0,1,1,2,1
1,1,10.13999789,1.178892762,0,0,1,1,0
1,1,13.17056438,1.363769311,1,0,1,1,0
3,2,62.63794956,8.556995766,1,0,0,2,0
2,1.125,144.6301198,103.5933657,0,1,1,2,0
1,1,9.798244583,4.149843078,1,1,0,2,1
1,1,23.28016628,1.994200322,0,0,0,2,0
4,1.8,156.7616948,18.05109446,0,0,0,2,0
1,1,13.071445,9.872144296,0,0,1,2,0
2,1.333333333,52.67536001,33.0311539,0,1,0,2,0
2,1.25,61.09312113,17.84950866,0,0,0,2,0
1,1,49.92142802,12.86078426,1,1,1,1,0
2,1.25,65.85653365,4.372162086,0,1,1,3,0
4,1.5,288.3564834,67.27493225,0,0,1,3,0
2,2,8.911957804,9.794335256,0,0,1,1,1
2,1.333333333,62.99028072,51.26147675,0,0,1,2,0
2,2,25.09664125,6.384905834,1,0,1,1,0
2,1.5,101.2366331,26.9373333,0,1,1,2,0
1,1,31.89887172,12.84599874,0,0,1,1,0
1,1,33.97441412,32.40072044,0,0,1,1,0
1,1,10.88435491,10.89021767,0,0,1,4,1
2,1.5,33.17858734,4.445047692,0,0,1,2,0
2,1.5,48.18934067,48.49203058,0,1,0,1,1
2,1.2,91.57390432,23.36398337,0,0,0,1,0
1,1,14.01730111,7.256808638,0,0,1,2,1
3,1.571428571,178.9087754,104.9586193,1,0,1,2,0
1,1,12.32589481,1.323185705,0,0,1,3,0
2,1.333333333,42.53006796,23.6958365,0,0,1,2,0
1,1,37.74445068,27.39409676,0,1,1,3,0
2,1.285714286,88.09151198,35.62712915,0,0,1,3,0
1,1,15.38948326,2.713368924,0,1,1,3,0
1,1,3.456555579,1.764645488,0,1,1,1,1
2,2,23.57223216,7.246018007,0,1,1,2,1
2,1.2,81.93665774,9.439865724,0,0,1,1,0
1,1,19.26465202,1.13587625,0,0,1,2,0
1,1,23.41789896,8.615186518,1,1,1,4,1
2,1.333333333,20.94043797,2.202588291,0,0,1,1,0
2,1.5,50.14926284,41.00788826,0,0,1,4,1
2,1.333333333,59.9878805,39.67232488,0,1,1,1,0
2,1.5,38.33316952,32.79677681,0,0,1,3,1
1,1,21.81284189,13.74251529,0,1,1,1,0
1,1,19.12075513,19.48593061,1,0,0,2,1
1,1,5.591876677,1.659742972,0,0,1,2,1
1,1,23.01855311,4.847148157,0,0,0,1,0
1,1,9.618861935,7.801821735,1,0,0,3,0
2,1.166666667,64.80853036,60.15689162,0,0,0,1,1
1,1,15.25108825,7.819933786,0,0,1,1,1
2,1.5,60.00951161,11.77042523,1,0,1,2,0
1,1,21.70918139,14.54650508,0,0,1,1,1
1,1,12.30870193,13.35669248,0,1,1,1,1
1,1,26.08642847,10.30032047,0,0,0,1,1
2,1.333333333,37.28612796,13.38187327,0,0,1,2,0
1,1,26.25335971,7.112856863,0,0,1,2,1
3,1.6,186.2151062,36.07433389,1,0,1,1,0
1,1,10.7531893,11.44003796,1,0,0,1,1
2,1.25,97.57430059,62.41556714,0,1,1,1,0
1,1,23.12658452,1.448882064,0,1,1,3,0
1,1,35.93933105,21.40574233,0,0,1,2,0
3,1.75,148.6324077,40.6043241,0,0,1,1,0
1,1,13.38781046,2.174352451,1,0,1,3,1
1,1,12.89342323,9.944592054,0,0,1,2,0
2,2,14.65310388,8.997911851,0,0,1,1,1
2,1.333333333,42.92976732,6.166232791,0,0,1,3,1
1,1,28.01599772,2.617565165,0,1,1,3,0
2,2,78.53751261,53.21962904,0,0,1,3,0
1,1,9.632236915,1.37113405,1,1,0,2,1
2,1.2,131.4275831,42.46866148,0,1,1,2,0
2,1.333333333,40.40658016,38.49160257,1,1,1,2,1
1,1,8.58522727,5.277770061,0,0,1,3,1
1,1,11.21662854,11.0028266,0,0,1,3,1
1,1,25.19082843,18.84845702,0,0,1,1,1
1,1,13.00814111,2.766973149,0,0,1,2,0
2,1.333333333,57.38041015,29.37969365,1,0,1,1,0
1,1,20.57630419,9.065390485,0,0,1,1,1
1,1,23.55673272,2.638041902,0,0,1,1,1
2,1.25,24.52630353,4.83060283,1,1,1,3,1
1,1,11.95671854,6.296440357,1,0,1,2,1
1,1,17.11343252,15.09509324,0,0,1,3,1
1,1,3.892590579,3.2811624,0,0,1,1,1
1,1,10.60787499,1.551247288,1,0,1,1,0
1,1,13.38264397,6.012253736,1,1,0,1,1
1,1,7.696341616,6.747603816,1,1,1,1,1
1,1,6.228905279,4.686305189,0,1,1,1,1
3,1.666666667,61.5364568,25.16688377,1,1,1,1,1
2,2,15.79763298,17.24912628,0,0,1,2,1
1,1,12.34102998,1.479110044,0,1,0,1,0
1,1,4.65503404,0.804221957,0,0,0,1,1
1,1,26.13278008,16.24004714,0,0,0,2,1
2,2,15.1013339,7.480132355,0,0,0,2,1
1,1,26.10112383,24.8282379,0,0,1,2,1
2,1.5,41.2714177,25.48290858,0,0,0,1,1
2,1.2,58.00874356,3.112810006,0,0,1,2,0
1,1,18.0390284,19.10280112,0,0,1,3,1
1,1,9.603808793,3.06209979,0,0,0,2,0
1,1,28.63197151,19.95890856,0,1,0,1,1
1,1,19.85536541,7.961529613,0,0,0,3,0
2,1.5,18.62994329,18.13188905,0,0,1,2,1
1,1,12.73922826,2.258807663,0,1,1,2,1
2,1.666666667,44.61190824,48.05894129,0,0,1,2,1
4,1.714285714,329.4276092,124.0621564,1,0,0,2,0
1,1,11.64019213,2.021815128,0,0,0,1,0
2,1.166666667,147.7953589,79.43177769,0,0,1,1,0
2,1.333333333,54.07645197,13.56976431,0,1,0,1,0
3,1.666666667,108.4901538,46.66059814,1,0,1,1,0
2,1.5,31.68441298,25.88829334,1,0,0,1,1
2,1.5,67.46119089,40.71666345,0,0,1,1,1
2,1.5,23.54975967,3.597768818,1,0,0,2,1
2,1.25,54.01534245,22.56007009,0,0,1,2,0
2,1.333333333,112.5337867,45.53119483,1,0,1,1,0
2,1.25,94.34482026,4.972694353,0,1,1,2,0
1,1,11.83080257,3.114410033,1,0,0,2,0
1,1,13.91114112,15.22069667,0,1,0,1,1
1,1,9.186828105,2.7119231,0,0,0,2,1
1,1,40.44033844,43.49121088,0,0,0,2,1
1,1,17.29001133,16.17237853,0,0,1,1,1
1,1,53.42360554,33.80745581,0,1,1,3,0
1,1,18.75685524,5.897626658,0,0,1,3,0
1,1,5.816313051,5.904339441,0,0,0,1,1
2,1.333333333,23.32599371,15.34900458,0,1,1,1,1
1,1,7.53195885,2.12635808,0,1,1,3,1
1,1,30.67667532,5.945224023,0,0,0,1,0
1,1,13.00932193,8.201736681,0,0,1,2,1
3,2.5,62.2943245,39.00868084,0,0,0,4,1
1,1,10.50832783,10.48041142,0,0,1,2,0
2,1.222222222,130.041896,48.67420237,0,1,1,4,0
2,1.5,89.7489284,77.71472989,0,0,1,4,1
2,1.5,25.72169863,7.509071324,1,0,1,2,0
2,1.75,29.0144463,29.28006949,1,1,0,2,1
2,1.333333333,66.76350829,39.0108353,0,0,1,1,1
1,1,19.81373555,9.128511261,0,1,0,1,1
1,1,54.05376923,16.79423336,0,0,0,2,0
1,1,21.67108985,9.759016371,0,0,1,4,0
1,1,26.86834413,3.048893343,1,0,0,1,0
1,1,36.62176385,33.56075043,0,1,1,2,0
1,1,10.49400354,10.18826669,0,1,1,1,1
1,1,5.017229733,3.336014375,0,1,1,3,1
2,1.5,17.39365913,5.592502164,1,0,0,1,1
2,1.5,102.6222614,42.06796845,0,0,1,2,0
2,1.5,38.23672842,24.33816113,0,0,1,1,1
1,1,12.6696242,7.23300756,0,0,1,1,1
1,1,12.51897697,5.15207721,0,0,0,1,0
1,1,22.79103655,22.55430106,1,0,0,2,0
1,1,11.44479195,6.115169767,0,0,1,3,1
3,2,112.0156754,22.98567846,1,0,0,2,0
4,1.666666667,175.318951,29.39146579,1,0,1,1,0
2,1.25,162.4551701,143.6015889,0,0,1,1,1
2,1.4,123.5255549,73.90883608,0,0,1,2,0
1,1,70.06910197,42.32238767,0,0,1,1,0
1,1,17.22798995,8.524640341,0,0,1,4,1
1,1,6.819930196,6.635883307,0,1,1,1,1
1,1,16.3274071,15.9918799,0,0,1,2,1
2,1.333333333,57.01496443,11.98781689,0,0,0,2,0
3,1.5,195.9973444,90.09668975,1,1,1,1,0
1,1,6.361647881,2.000046155,0,0,1,2,1
2,1.25,40.33671291,10.4449693,0,0,1,3,0
2,1.5,46.56097224,27.29591112,0,0,1,4,1
2,1.333333333,50.87118328,46.9966303,0,1,1,1,1
2,1.333333333,67.00630487,30.75713716,0,0,1,2,0
2,1.4,93.68975889,15.96806138,0,0,0,3,0
1,1,39.12829145,42.88508419,0,0,0,1,1
1,1,13.23145576,6.792458129,0,0,1,1,1
1,1,9.696019579,4.883781337,0,1,0,3,1
1,1,23.63780165,18.45435619,1,1,0,3,1
2,1.5,43.59642179,47.82558427,1,0,1,1,1
1,1,9.068476838,4.550473728,0,1,1,1,1
3,1.6,168.4932569,66.17325058,1,0,1,2,0
2,1.666666667,73.48012542,45.06644358,0,1,1,1,0
1,1,15.00311658,12.60783513,0,0,0,1,0
1,1,8.088911483,6.980677878,0,0,0,3,0
4,1.666666667,244.9228431,94.31201676,0,1,1,1,0
2,1.5,65.00720085,58.46841473,0,0,1,1,1
1,1,11.3729398,8.968406441,0,0,1,1,0
1,1,10.74007771,11.23118693,0,0,0,1,1
2,1.25,35.97789804,7.268267314,1,0,1,4,0
3,2.2,116.9037022,82.5964731,0,1,1,1,0
1,1,51.69772036,14.97920114,0,1,1,1,0
1,1,8.617365946,3.512519289,1,0,0,1,0
2,1.666666667,27.65008569,4.839284737,0,1,0,1,0
1,1,7.668025074,8.124818986,0,1,1,1,1
2,1.333333333,70.21303958,35.94165028,1,1,1,2,0
2,1.25,92.79239699,30.99267631,0,1,0,1,0
2,2,67.323977,40.65286907,1,0,1,1,0
2,1.25,87.54629893,77.65577193,0,0,1,1,1
3,1.4,182.0462088,117.1098512,1,0,0,2,0
1,1,10.52197404,5.574219181,0,0,1,4,0
1,1,25.01632123,11.87914954,1,0,0,4,0
2,1.5,43.06226431,2.606958059,0,0,1,1,0
2,1.333333333,55.49657114,34.3821461,1,0,1,2,1
1,1,3.27059212,0.385353882,0,0,1,1,0
1,1,11.32614649,6.540763731,0,0,1,1,1
1,1,12.97975827,1.373423468,0,0,0,2,0
2,2,19.7981531,18.61610958,0,0,1,2,1
1,1,14.38887587,8.224005103,0,0,1,2,1
3,1.666666667,106.8793821,8.816661157,1,1,0,1,0
3,1.75,156.0511055,10.75506728,0,0,1,1,0
2,2,21.70701081,16.46366706,0,1,1,3,1
1,1,23.40460451,7.848929833,0,1,0,3,0
1,1,21.50825361,5.50109022,1,0,0,2,0
1,1,18.68314781,10.09849921,0,0,1,2,1
2,1.25,72.52093446,28.37762726,0,0,0,3,0
1,1,32.52456931,4.137430888,0,1,0,2,0
2,1.2,32.13300965,18.32916686,1,0,1,1,1
4,1.6,249.480821,41.4406237,1,0,1,2,0
4,2,187.7202141,19.78875197,0,1,1,2,0
1,1,11.79080066,10.92110667,0,0,1,1,1
2,1.5,46.54358167,46.90928744,1,1,1,4,1
1,1,17.11694692,17.18580408,1,1,1,1,1
2,2,20.76690609,18.05177441,1,0,1,2,1
3,2,70.4810835,17.85631223,0,1,0,2,1
2,1.125,98.5592265,78.67335132,0,0,1,4,1
1,1,13.0280217,5.640035516,1,0,1,1,0
2,1.333333333,49.60974221,20.09978348,0,0,0,4,0
1,1,14.01464862,7.278321081,1,0,0,1,1
4,1.6,226.635773,84.7415147,1,1,1,1,0
2,1.5,101.0140147,69.33064573,0,0,1,1,1
1,1,23.29757455,10.2859101,0,1,1,1,1
4,1.833333333,244.4071657,24.04547042,0,1,0,2,0
2,1.2,108.860754,62.46239939,0,0,1,1,0
3,1.666666667,80.00888655,45.02795849,1,1,1,4,1
2,1.333333333,77.57856038,61.70281826,0,1,1,1,0
5,2.8,289.8423107,20.04162378,0,1,1,1,0
2,1.166666667,75.45344633,40.07035222,0,1,0,2,0
1,1,9.166139622,5.925289257,0,0,0,2,1
1,1,17.87093582,11.21372791,0,1,0,3,1
1,1,8.044045284,6.861913525,1,1,1,1,1
1,1,11.15556446,12.0671892,0,1,1,4,1
1,1,8.110275127,8.428178825,1,1,1,2,1
1,1,49.16717565,38.67975499,0,0,1,1,1
1,1,4.142656764,2.980803532,0,0,0,1,1
2,2,8.044704924,7.974722857,0,0,0,1,1
2,2,23.82046359,12.01291803,0,0,1,2,1
1,1,19.85401039,15.81222312,0,0,0,3,0
1,1,8.36289579,3.664044931,0,0,1,1,0
1,1,23.81676966,14.51214056,0,1,0,1,0
3,2,162.1360688,13.89355371,0,0,1,2,0
1,1,25.12210237,6.638288877,0,0,1,4,0
2,2,11.05074766,1.601350832,0,0,1,1,1
1,1,23.22598777,5.415025079,1,0,0,3,0
1,1,35.15074568,9.021092838,1,0,1,4,0
3,1.428571429,175.4087421,17.48547131,1,0,1,4,0
1,1,8.372033951,8.25788218,0,0,1,1,0
1,1,8.822193041,3.125905644,0,0,1,3,1
1,1,9.558776034,7.172946168,0,0,1,2,1
2,1.25,28.57081623,11.35264971,0,0,1,1,1
1,1,27.80805208,11.49504163,0,0,0,2,1
1,1,6.424845769,3.983860984,0,0,1,1,1
3,1.4,138.2266899,20.59919395,1,1,1,1,0
2,1.333333333,39.85378911,5.861099218,1,1,0,4,1
1,1,6.896205481,3.467793362,1,0,1,1,1
1,1,13.3527075,9.404286652,1,0,0,1,1
1,1,6.421250668,6.272419174,0,0,1,3,1
2,1.25,58.68383022,40.95589142,0,1,1,2,1
2,1.5,71.41497637,64.99581453,0,0,1,1,1
4,2,153.7088116,12.52859257,0,1,1,1,0
1,1,18.72310335,2.480546993,0,0,1,1,0
2,1.2,101.1997825,37.98455344,0,0,1,2,0
2,2,7.623222568,2.644850582,1,1,1,1,1
2,1.25,103.4954391,5.318161555,0,1,1,3,0
1,1,24.6319571,22.90796462,0,0,1,1,1
1,1,43.81499221,27.01384929,0,0,1,1,1
1,1,8.424312666,5.059304992,0,1,0,2,1
2,1.333333333,51.97521992,22.84702401,0,1,1,2,0
1,1,24.59967732,1.860445706,1,0,1,2,0
2,1.6,53.48564081,10.43972836,0,0,1,1,0
1,1,19.06890658,9.839879218,0,0,0,1,1
1,1,21.10588131,6.818052445,1,1,1,4,0
2,2,44.85344442,41.89129147,0,0,1,2,1
1,1,13.49511933,3.549431601,1,0,1,3,1
1,1,25.85543306,3.804602519,0,0,1,1,0
1,1,23.86177743,4.97120364,0,0,1,2,0
2,1.25,83.15983489,60.29240347,0,0,1,1,0
1,1,21.31640219,22.95039053,0,0,0,1,1
2,1.25,69.59036563,59.55884521,0,1,0,1,1
1,1,17.36813812,13.63186174,0,1,1,1,1
1,1,11.1484396,7.009309304,1,0,1,2,1
1,1,43.41661583,33.18689438,1,0,0,1,1
1,1,34.52403633,5.50314645,0,0,1,3,0
1,1,18.95775743,3.622994447,0,0,1,4,0
1,1,10.97092379,3.139812152,1,0,0,1,0
1,1,24.48096524,5.146278852,1,1,1,4,0
1,1,10.26258599,5.099517984,0,0,1,1,1
1,1,13.47064716,7.721064401,1,0,1,2,1
1,1,11.95324166,11.91060297,0,0,0,1,1
1,1,18.83591958,2.579264755,1,0,1,4,1
1,1,5.867776789,4.87640732,0,0,1,2,1
2,1.2,95.55154703,61.83354117,0,0,1,1,1
2,1.142857143,72.44118146,65.80147963,1,0,1,1,1
1,1,14.4210349,1.62893813,0,1,1,1,1
1,1,8.642446106,2.25035857,0,0,0,1,1
1,1,13.01170652,10.08827405,1,0,1,1,1
1,1,38.60529115,29.04060416,0,1,0,2,1
2,1.333333333,57.29176519,31.6253945,0,0,1,1,0
2,1.2,123.6980304,98.8796454,0,1,1,4,1
1,1,24.63822453,7.780643539,1,0,0,2,0
3,1.75,131.5018486,79.74040877,1,0,1,1,0
1,1,8.424382381,3.736031765,0,1,1,1,1
2,1.5,46.06085098,21.53538373,0,0,1,1,0
2,1.5,53.12557562,11.67038263,0,0,0,1,0
1,1,4.822857972,0.879989953,0,1,1,1,1
2,1.2,57.11672475,12.71082274,0,1,1,2,0
2,1.5,21.21498032,5.634633187,0,0,0,3,1
1,1,5.709932869,2.480948121,0,0,0,4,1
1,1,49.64688716,49.07276317,0,0,1,1,1
1,1,22.85831704,11.34161725,0,1,1,4,0
1,1,39.13791277,26.59235469,0,1,0,1,1
2,2,16.26097208,12.42740269,0,1,1,1,1
1,1,20.37999435,2.158419854,1,0,0,1,0
1,1,22.66735547,9.982182604,0,1,1,2,1
1,1,13.13768122,1.01127844,0,0,0,2,0
1,1,8.998929893,2.720637758,0,0,0,1,0
1,1,34.39562545,22.39966599,1,0,1,4,1
2,1.333333333,95.7008392,35.83293822,1,0,0,3,0
1,1,18.76983527,10.52923047,0,0,0,1,0
1,1,12.32419924,1.416811189,0,1,1,2,0
1,1,12.57669921,4.896205592,0,0,1,1,0
2,1.333333333,26.14668819,19.68161975,0,1,0,2,1
2,1.333333333,78.25694104,20.31383208,0,0,1,4,0
3,1.666666667,78.64447773,54.40315742,0,1,1,1,1
1,1,15.45457101,4.808022991,0,1,0,2,0
2,1.666666667,41.03738118,5.138309031,1,0,1,3,0
1,1,8.264991273,1.891339493,0,0,1,2,0
1,1,22.99434445,10.74756132,0,1,1,1,0
1,1,38.60477414,37.17069402,0,0,1,4,1
2,1.5,30.6910645,7.587345358,1,0,1,1,1
1,1,39.2820139,29.92168091,0,1,1,2,0
1,1,94.38332636,102.1124574,0,0,0,2,1
1,1,22.53217906,2.505647896,1,0,1,1,0
1,1,28.73570596,18.07622456,0,0,0,2,0
2,1.2,31.03517933,31.4752819,0,0,1,2,1
1,1,22.72912475,15.90374863,0,0,0,1,1
1,1,17.65478241,19.38499011,0,0,0,2,1
2,1.4,115.0444788,46.23878166,0,0,1,2,0
3,1.5,225.5715681,37.98120995,0,1,0,2,0
1,1,12.18598147,2.621058957,0,0,1,2,1
4,1.777777778,383.968852,50.36292528,1,1,1,2,0
1,1,7.149548562,0.366625546,0,0,1,3,1
2,2,21.31717833,10.46314482,1,0,1,2,1
1,1,10.13581361,3.903326024,0,0,1,1,0
1,1,5.360739677,0.879566923,0,1,1,2,1
1,1,3.883546319,2.533487039,0,1,1,2,1
3,2.5,40.19430719,18.39403992,0,0,1,3,1
2,1.25,33.06495096,34.67510082,0,1,1,2,1
2,1.2,50.00722773,9.64231982,0,0,1,3,0
1,1,6.47609501,3.363332677,1,1,0,2,1
2,1.666666667,38.76585476,14.73029018,0,0,1,1,1
1,1,12.57539353,2.609478455,1,0,1,2,0
1,1,5.221260707,1.744024372,0,0,0,4,1
1,1,11.66078925,3.535863629,1,0,0,1,1
2,1.5,28.13497215,17.56023708,0,1,1,2,1
2,1.4,69.89537052,32.78593551,0,1,1,2,0
2,1.5,14.57672619,4.545489315,0,1,1,2,1
1,1,21.30210737,8.07389555,1,1,0,2,1
1,1,23.18311815,23.9455898,1,0,0,1,1
1,1,15.18537876,6.491800914,1,1,1,1,1
1,1,21.51904138,7.102663028,0,1,1,1,0
2,1.333333333,41.33405055,9.950908271,0,1,0,2,0
1,1,10.33093062,4.898718134,0,0,0,1,0
1,1,8.302154271,8.8046998,0,1,1,1,1
1,1,3.637641618,0.319093729,1,0,1,3,1
1,1,13.18471143,9.494226303,0,0,1,2,0
1,1,12.65179927,11.48399806,0,0,1,3,0
1,1,39.1518983,24.59807715,0,0,1,1,0
1,1,3.677525991,2.437813014,0,0,1,1,1
1,1,22.24948319,11.43904963,1,0,0,1,1
2,1.2,34.10237365,14.16892509,0,0,1,1,1
1,1,11.71806755,9.511714964,0,0,1,1,0
4,1.75,200.6951177,32.69253361,1,1,1,2,0
1,1,3.279419631,2.75094239,0,0,1,2,1
2,1.5,24.6067105,17.77153223,0,1,0,2,0
1,1,4.795434773,3.166143217,1,0,1,1,1
1,1,11.79335886,9.931185259,0,0,1,1,1
1,1,7.22074258,7.787117984,1,1,1,1,0
1,1,6.866072058,4.82209003,0,0,1,1,0
2,1.25,78.95650393,16.60533032,1,1,1,2,0
2,1.25,50.10815664,21.45378591,1,0,1,1,1
2,1.166666667,150.3545979,145.496983,0,0,0,4,1
2,1.666666667,76.70397596,18.04310125,0,1,0,1,0
5,1.727272727,394.2452924,45.03196966,0,0,0,3,0
3,1.75,104.5270842,52.28087462,1,1,0,1,0
1,1,25.83732767,23.77974871,0,1,1,2,1
1,1,9.75252507,9.402736246,0,1,1,1,1
1,1,8.811542341,1.697328004,0,0,1,1,0
1,1,51.68467761,34.54985042,0,1,1,2,0
1,1,31.12245364,10.59120432,1,0,1,1,0
1,1,7.998756972,1.692342408,0,0,0,1,1
1,1,47.4437854,39.88731359,0,0,1,1,1
1,1,9.849635283,6.303355889,0,0,1,1,1
2,1.2,124.1718716,46.77138227,0,1,0,1,0
1,1,6.78568806,6.62947367,0,1,1,1,1
2,1.333333333,35.03867238,18.14640228,0,1,0,2,1
1,1,21.79063041,16.40704397,1,0,1,1,0
3,3,33.307811,12.27241703,0,1,1,1,1
1,1,16.32947209,12.49720104,0,0,1,2,1
1,1,4.354095456,0.987853889,0,0,0,1,1
1,1,10.5785295,7.464019931,0,0,1,2,1
1,1,17.96199059,3.12564737,0,0,1,2,0
2,1.333333333,35.65060443,7.730552522,0,0,1,2,0
1,1,5.303759859,0.9649481,0,0,1,1,0
1,1,11.40629923,8.492389758,0,1,1,1,0
1,1,14.69770607,8.076972385,1,1,1,4,0
2,1.5,37.73188377,4.683984722,1,0,0,2,0
2,1.75,64.77805221,15.72834011,0,0,0,4,0
2,2,20.68504018,6.946167149,0,0,1,2,1
2,1.25,55.24939059,39.70355623,0,0,1,4,1
2,1.2,82.65270776,61.25582808,1,1,1,1,1
2,1.25,75.18687023,10.40892168,0,0,1,1,0
2,2,24.78217107,9.657788318,0,1,0,2,1
3,1.5,196.3735579,71.89706302,1,0,1,3,0
1,1,19.87211708,1.268274256,1,1,1,4,0
1,1,16.547861,14.42419037,0,0,1,1,1
1,1,38.8727718,27.64562088,0,1,0,1,0
3,1.666666667,93.77475981,29.15133112,0,0,0,1,0
2,1.333333333,70.57108735,28.19348426,0,0,1,1,0
1,1,17.14524561,3.968886237,0,0,0,3,0
1,1,15.36208411,3.337814316,0,0,1,1,1
1,1,12.03888469,2.575091439,0,0,0,2,0
1,1,8.759209321,6.196865803,0,1,1,1,0
1,1,15.87147862,6.423021791,1,0,1,1,1
1,1,11.75134245,2.706656412,0,0,1,1,0
2,1.166666667,104.2765513,52.646962,1,0,0,1,0
1,1,22.87015167,19.62197457,0,0,1,2,1
3,1.75,137.0408928,13.16559951,0,1,1,3,0
3,2,44.21320527,40.4092392,0,0,1,3,1
2,2,24.59889039,17.97293171,0,0,1,2,1
1,1,36.13619048,34.8865494,1,0,0,1,1
1,1,21.10326407,7.600875439,0,0,1,1,0
1,1,23.19732336,21.3735931,1,0,0,1,1
1,1,37.70826516,13.37811689,0,0,1,1,0
2,1.166666667,107.8077401,66.46454678,0,1,1,1,0
1,1,25.76778712,4.157433956,0,0,1,2,0
1,1,4.587175809,4.801142217,0,0,1,2,1
1,1,6.231016569,3.372710471,0,0,1,1,1
1,1,5.187327005,3.560610983,1,0,1,1,1
1,1,11.44454054,5.722063586,1,0,1,1,1
2,2,24.22920765,21.99995221,0,0,1,3,1
2,1.666666667,70.39072325,24.48737904,0,0,1,1,0
