price,lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,heating,fuel,sewer,waterfront,newConstruction,centralAir
0.158,0.55,36,30500,1664,64,3,1,2,8,hot water/steam,gas,public/commercial,No,No,No
0.195,1,24,46000,1237,64,2,0,1.5,3,electric,electric,septic,No,No,No
0.1875,0.43,29,31400,2662,64,5,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
0.16,0.45,35,32300,1575,64,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
0.1375,0.1,12,18000,1566,64,2,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
0.1099,0.09,16,17600,1326,64,2,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
0.085,0.09,18,17600,1480,64,3,0,1.5,8,hot water/steam,gas,public/commercial,No,No,No
0.18435,0.59,0,38400,2161,64,4,1,2.5,11,hot air,gas,public/commercial,No,No,No
0.1345,0.16,10,18600,1352,64,2,1,1.5,3,hot air,gas,public/commercial,No,No,Yes
0.1549,0.51,33,34600,1648,64,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
0.255,0.46,25,60500,2936,64,3,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
0.2386,0.46,1,36400,2404,64,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
0.106,0.42,36,30900,1738,64,3,0,1.5,9,hot air,gas,public/commercial,No,No,No
0.625,0.45,14,119500,5228,64,4,4,4,12,hot air,gas,public/commercial,No,No,Yes
0.195,0.55,34,30500,2576,64,4,1,2.5,12,hot water/steam,gas,public/commercial,No,No,No
0.1685,0.44,34,31800,1586,64,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
0.087,0.06,19,16400,1480,64,3,0,1.5,5,electric,electric,public/commercial,No,No,No
0.215,0.5,15,37000,1917,64,4,1,2.5,7,hot air,gas,public/commercial,No,No,No
0.1975,0.3,30,24500,1938,64,3,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
0.215,0.33,3,11600,2110,64,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.118,0.14,19,18400,1479,64,3,0,1.5,5,hot air,gas,public/commercial,No,No,No
0.1879,0.69,34,34700,2576,64,5,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
0.275,0.38,18,60800,2445,82,4,2,2.5,9,hot air,gas,public/commercial,No,No,Yes
0.2499,0.74,14,73800,2185,64,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.27,0.38,18,82800,2078,64,4,1,2.5,8,hot air,electric,septic,No,No,Yes
0.1579,0.38,37,29100,1674,64,3,1,1.5,5,hot air,gas,public/commercial,No,No,No
0.12,0.29,19,20300,1228,64,4,0,1.5,9,electric,electric,public/commercial,No,No,No
0.1264,0.28,22,19500,1375,64,2,1,1.5,7,electric,electric,public/commercial,No,No,Yes
0.22,0.54,16,30200,1650,64,3,1,2,5,hot air,gas,public/commercial,No,No,Yes
0.18,0.26,31,21900,1718,64,3,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
0.2036,0.59,33,31700,2576,64,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
0.2499,0.37,4,37500,2280,64,4,1,2.5,7,hot air,gas,public/commercial,No,No,No
0.193,0.4,18,25000,2088,64,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No,No
0.215,0.5,15,37000,1917,64,4,1,2.5,9,hot air,gas,public/commercial,No,No,No
0.201,0.54,29,30200,3140,64,5,1,3.5,10,hot water/steam,gas,public/commercial,No,No,No
0.065,0.22,73,6900,1029,82,3,0,1,4,hot air,gas,septic,No,No,No
0.195,0.35,36,39800,1896,64,4,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.2159,0.52,38,29600,2310,64,5,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
0.092,0.31,17,19600,924,64,2,1,1,6,electric,electric,public/commercial,No,No,No
0.155,0.38,25,38000,2080,64,3,1,2.5,9,electric,gas,public/commercial,No,No,Yes
0.1235,0.08,22,17200,1237,64,3,1,1.5,4,electric,electric,public/commercial,No,No,Yes
0.1104,0.1,29,18000,1287,64,3,0,1.5,5,hot air,gas,public/commercial,No,No,Yes
0.1989,0.44,18,33200,1847,64,3,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
0.15,0.26,49,41900,1064,64,3,0,1,8,hot air,gas,septic,No,No,Yes
0.104,0.07,18,16800,1480,64,3,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
0.245,0.48,23,48500,2462,64,5,2,3.5,8,hot air,gas,public/commercial,No,No,Yes
0.18,0.41,17,25400,2228,64,3,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
0.1543,0.42,61,14700,1260,82,3,0,1,8,hot water/steam,gas,septic,No,No,No
0.17,0.45,30,30000,1559,64,4,1,2.5,5,hot air,gas,public/commercial,No,No,No
0.219,0.6,25,71000,1980,64,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.295,0.95,9,78000,2380,82,3,1,2.5,6,hot air,gas,septic,No,No,No
0.1815,0.56,27,30800,1887,64,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
0.26,1.25,133,43500,2185,64,4,1,1.5,11,hot water/steam,gas,septic,No,No,No
0.2399,0.7,15,69400,2488,64,4,1,2.5,7,electric,electric,public/commercial,No,No,Yes
0.1355,0.67,56,21100,1152,64,1,0,2,3,hot air,gas,septic,No,No,No
0.1915,0.66,15,32100,2025,64,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
0.225,0.62,37,32600,2521,64,5,1,2.5,12,hot water/steam,gas,public/commercial,No,No,No
0.0985,0.08,18,17200,1480,64,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
0.1105,0.08,17,17200,1480,64,3,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
0.29,0.51,7,39100,2362,64,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
0.1844,0.28,31,23200,1910,64,3,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
0.1785,1,12,32000,1952,71,3,2,2,9,hot air,oil,septic,No,No,No
0.415,0.58,9,86400,3358,64,4,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
0.2449,0.43,26,39000,2090,64,4,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.15,0.55,35,33000,1965,64,5,1,2,11,hot air,gas,public/commercial,No,No,Yes
0.168,0.49,33,34100,2110,64,4,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
0.159,0.39,43,29600,1456,64,4,0,2.5,9,hot air,gas,septic,No,No,No
0.127,0.06,18,16400,1479,64,3,0,1.5,7,hot air,gas,public/commercial,No,No,No
0.175,0.46,29,27400,1874,64,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
0.25525,0.5,0,17500,2099,64,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
0.175,0.6,33,32000,1872,64,3,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
0.235,0.41,17,44300,2388,64,4,1,2.5,11,electric,electric,public/commercial,No,No,Yes
0.324,0.53,18,65800,2812,64,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
0.173,0.21,11,19100,1064,64,2,1,2,4,hot air,gas,public/commercial,No,No,No
0.1169,0.06,20,16400,1375,64,2,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
0.1059,0.09,19,17600,1480,64,3,0,1.5,5,hot air,electric,public/commercial,No,No,No
0.112,0.13,25,18300,1260,64,2,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
0.235,0.72,15,40300,2086,64,3,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
0.235,1,9,43900,2588,64,4,1,2.5,12,hot air,oil,septic,No,No,No
0.13,0.18,18,18800,1480,64,3,0,1.5,4,electric,electric,public/commercial,No,No,No
0.235,0.74,10,35700,1752,64,3,1,2.5,7,hot air,gas,public/commercial,No,No,No
0.1919,0.48,32,28200,2660,64,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No,No
0.2849,0.58,20,69500,2417,64,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
0.335,0.01,21,79100,2793,64,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.14,1,78,21200,1152,64,2,0,1,6,hot water/steam,oil,septic,No,No,No
0.191,0.41,29,25400,2344,64,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
0.153,0.51,33,34600,1926,64,4,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.196,0.55,35,34800,2208,64,4,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
0.248,0.46,16,60500,2208,64,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.24,0.6,35,32000,2708,64,5,2,2.5,12,hot water/steam,gas,public/commercial,No,No,No
0.132,0.19,18,18900,1142,64,3,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.199,1.42,32,48300,2529,64,3,1,2,7,hot air,gas,septic,No,No,Yes
0.217,0.69,20,35500,1797,64,4,0,2,9,electric,electric,septic,No,No,No
0.167,0.51,31,34600,1611,64,3,1,1.5,4,hot air,gas,public/commercial,No,No,No
0.245,0.29,13,31400,2576,64,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.358,0.06,10,79600,2653,82,4,0,2.5,10,hot air,gas,septic,No,No,Yes
0.4125,0.6,13,88000,3896,64,5,2,4.5,12,hot water/steam,gas,public/commercial,No,No,Yes
0.208,0.53,16,37500,1585,64,3,1,1,6,hot air,gas,public/commercial,No,No,Yes
0.27,0.38,10,38000,2774,64,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.1,0.74,54,28300,1283,64,2,1,1,3,hot air,gas,septic,No,No,No
0.13,0.56,29,34800,1136,64,3,0,1,6,hot air,oil,septic,No,No,No
0.1825,0.71,32,35100,1896,64,4,1,2.5,6,hot water/steam,gas,public/commercial,No,No,No
0.139,2.84,55,60200,1536,64,2,1,1,7,hot water/steam,gas,septic,No,No,No
0.104,0.09,19,17600,1480,64,3,1,1.5,5,electric,electric,public/commercial,No,No,No
0.221,0.52,14,37300,2096,64,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.26,1,8,40200,2324,64,4,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.1825,0.5,29,29000,2079,64,4,1,2.5,7,hot water/steam,gas,public/commercial,No,No,No
0.196,0.43,33,31400,1911,64,4,1,1.5,10,hot air,gas,public/commercial,No,No,Yes
0.132,0.09,18,17600,1480,64,3,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
0.2249,0.11,25,32900,2208,64,4,1,2.5,10,hot water/steam,gas,septic,No,No,No
0.1999,0.24,9,28000,1462,64,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
0.165835,0.39,38,29600,1794,64,4,1,1.5,10,hot air,gas,septic,No,No,No
0.189,0.8,38,35500,1886,64,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,No
0.0899,0.19,19,13300,1080,64,3,0,1.5,7,electric,electric,public/commercial,No,No,No
0.235,0.59,34,31700,2576,64,5,1,3,11,hot water/steam,gas,public/commercial,No,No,Yes
0.166,0.48,26,31200,1508,64,4,1,1.5,5,hot water/steam,gas,public/commercial,No,No,No
0.1531,0.46,35,32700,1672,64,4,1,1,5,hot air,gas,public/commercial,No,No,No
0.162,0.4,35,30000,1739,64,4,1,1.5,9,hot air,gas,public/commercial,No,No,Yes
0.224,0.52,40,29600,3074,64,7,1,2.5,12,hot water/steam,gas,septic,No,No,No
0.2224,0.86,3,35600,1976,64,3,1,2.5,8,hot air,gas,septic,No,No,No
0.199,0.46,37,27400,2302,64,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
0.166,0.95,13,9500,1480,51,3,1,2,4,hot air,gas,septic,No,No,Yes
0.1499,0.63,11,17900,960,54,2,0,2,5,hot water/steam,gas,public/commercial,No,No,No
0.152,0.42,16,17400,1582,36,3,0,1.5,8,electric,electric,septic,No,No,No
0.1625,0.34,154,11900,1600,54,4,0,1,7,hot air,oil,public/commercial,No,No,No
0.2749,0.5,5,4000,2320,54,4,0,2.5,9,hot air,gas,public/commercial,No,No,No
0.1,0.2,14,7200,1034,54,2,0,1.5,5,hot water/steam,gas,public/commercial,No,No,No
0.215,2.96,19,11000,1488,57,3,0,1.5,8,electric,electric,septic,No,No,No
0.124,1,17,3500,1056,57,3,0,1,8,electric,electric,septic,No,No,No
0.125,1,128,16200,864,57,3,0,1,6,hot air,oil,septic,No,No,No
0.138,1,19,17600,1552,57,3,1,2,4,electric,electric,septic,No,No,No
0.225,0.52,11,18200,1816,57,3,1,1.5,6,hot air,gas,public/commercial,No,No,No
0.18,0.48,20,12500,1530,57,3,1,2,6,hot air,gas,septic,No,No,Yes
0.1899,0.33,14,11900,1756,54,4,0,2,8,hot air,gas,public/commercial,No,No,Yes
0.435,1,25,25000,4211,57,5,2,3.5,12,hot water/steam,gas,septic,No,No,No
0.12,2.6,10,20200,2206,57,3,1,2.5,7,hot air,oil,septic,No,No,No
0.163,0.15,64,36000,1092,36,2,0,1,6,hot air,oil,public/commercial,Yes,No,No
0.131,2.8,114,28300,1594,36,7,0,1,10,hot water/steam,oil,septic,No,No,No
0.1265,0.08,15,2100,1480,54,3,1,2.5,8,hot air,gas,public/commercial,No,No,No
0.1225,0.14,15,3200,1480,54,3,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
0.425,0.46,88,19700,3003,57,4,1,3.5,12,hot air,gas,septic,No,No,Yes
0.225,0.63,54,9500,2164,57,2,0,1.5,7,hot water/steam,oil,septic,No,No,No
0.209,3.8,19,14400,1519,57,2,0,1,3,hot water/steam,oil,septic,No,No,No
0.1891,0.46,15,15700,1604,57,3,1,2.5,4,hot air,oil,septic,No,No,Yes
0.285,0.98,25,15900,1400,57,3,1,2,5,electric,electric,septic,No,No,No
0.2666,1,12,20300,1752,57,4,0,1,7,hot air,gas,septic,No,No,No
0.08,1,32,20300,880,57,2,0,1.5,6,electric,electric,septic,No,No,No
0.225,6.07,14,25700,1240,57,3,0,2,5,hot air,oil,septic,No,No,No
0.159,0.03,17,18800,1514,36,3,1,1.5,8,hot air,gas,septic,No,No,No
0.1199,0.18,2,15000,840,36,1,0,1,6,hot air,gas,public/commercial,No,No,Yes
0.1309,0.11,1,15000,840,36,2,0,1,3,hot air,gas,public/commercial,No,No,Yes
0.19467,0.28,124,7400,2592,36,4,0,1.5,12,hot air,gas,public/commercial,No,No,No
0.072,0.18,121,7300,1010,36,3,0,1,7,hot air,gas,public/commercial,No,No,No
0.1447,0.16,2,15000,1380,36,3,0,1.5,6,hot air,gas,public/commercial,No,No,No
0.1395,0.15,3,15000,1366,36,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
0.319,0.5,5,40200,1681,57,3,1,2.5,4,hot air,gas,public/commercial,Yes,No,Yes
0.348,3.68,14,27200,2037,36,3,1,2,9,hot water/steam,oil,septic,No,No,No
0.1899,0.98,16,11200,2570,36,3,0,1.5,10,hot water/steam,oil,septic,No,No,No
0.02,0.52,59,8000,936,20,2,0,1,4,hot air,oil,septic,No,No,No
0.06,0.01,13,1200,960,41,2,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
0.1795,0.91,11,3200,1352,30,3,1,1.5,5,hot air,oil,septic,No,No,No
0.1333,0.34,118,6200,1060,41,4,0,1,8,hot water/steam,gas,public/commercial,No,No,No
0.153,2.06,6,40100,1508,30,3,0,2,5,hot air,oil,septic,No,No,No
0.1119,0.35,54,19600,1272,60,4,1,1.5,9,hot air,oil,septic,No,No,No
0.187,0.47,18,18800,2389,27,6,0,3,11,hot water/steam,oil,septic,No,No,No
0.1585,0.7,17,28800,1210,60,2,1,1,4,hot air,gas,septic,No,No,No
0.153,0.39,52,21800,1230,60,3,1,1,6,hot air,oil,septic,No,No,No
0.19,0.52,47,28100,1832,60,4,1,2,8,hot air,oil,septic,No,No,No
0.242,1.27,27,34200,1854,60,3,1,1.5,8,hot water/steam,oil,septic,No,No,No
0.2345,2,164,40000,2268,60,3,0,2.5,10,hot air,oil,septic,No,No,No
0.225,0.68,29,28700,1807,60,3,1,1.5,8,hot air,oil,septic,No,No,No
0.165,0.38,48,21300,1272,60,4,1,1.5,5,hot air,gas,septic,No,No,No
0.1299,0.28,12,4800,1560,47,3,1,1,8,hot air,gas,public/commercial,No,No,Yes
0.315,0.07,15,200,1863,47,3,1,3.5,7,hot air,gas,public/commercial,No,No,Yes
0.1299,0.24,64,1400,1120,47,2,0,1,3,hot air,oil,septic,Yes,No,No
0.257,0.26,15,700,1832,47,2,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.324,3.64,0,7400,2092,47,4,1,2.5,8,hot air,oil,public/commercial,No,No,Yes
0.52,0.41,13,3100,2702,47,3,1,2.5,11,hot air,oil,public/commercial,No,No,No
0.150414,0.46,32,5800,1040,47,3,1,1.5,5,hot water/steam,oil,public/commercial,No,No,No
0.29,0.15,13,400,1758,47,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.112,0.16,116,6800,2326,27,3,0,2,7,hot air,oil,public/commercial,No,No,No
0.185,1,13,13700,2340,27,3,0,1.5,8,electric,electric,septic,No,No,No
0.295,2.61,1,15700,2058,27,3,1,2.5,9,hot water/steam,oil,septic,No,No,No
0.29,1,33,21700,944,27,1,1,1,4,hot air,oil,septic,Yes,No,No
0.0799,0.19,44,9100,640,20,2,0,1,6,electric,electric,septic,No,No,No
0.256,0.83,6,14700,2353,60,4,1,2.5,8,hot air,gas,septic,No,No,Yes
0.245,1,7,17800,2038,54,4,1,2.5,7,hot water/steam,gas,septic,No,No,No
0.14,0.42,32,18500,1469,60,4,0,1.5,9,hot air,gas,septic,No,No,Yes
0.272,0.87,10,41100,2219,63,3,1,2,10,hot air,gas,public/commercial,No,No,No
0.164,0.68,16,19900,1774,54,4,0,2,7,hot air,gas,public/commercial,No,No,No
0.1825,0.38,51,14600,1296,60,4,1,2,9,hot air,oil,septic,No,No,Yes
0.2199,1.1,124,20100,2289,60,4,1,1.5,9,hot water/steam,oil,septic,No,No,No
0.325,0.8,134,18100,2463,60,5,2,2.5,12,hot air,gas,septic,No,No,No
0.352,0.95,2,49200,3126,54,4,0,2.5,12,hot air,oil,septic,No,No,Yes
0.315,4.1,15,26600,2550,54,3,0,2.5,7,hot water/steam,oil,septic,No,No,No
0.154,0.34,49,13100,1182,60,2,0,1,6,hot air,oil,septic,No,No,Yes
0.199,0.09,48,15800,1890,60,4,1,2,7,hot air,oil,septic,No,No,Yes
0.202,1,12,500,1944,36,3,1,2.5,7,hot air,oil,none,No,No,No
0.292,0.57,6,15000,2815,57,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
0.1166,1,11,34900,1040,57,3,1,2,7,electric,electric,septic,No,No,No
0.155,0.48,25,14400,1638,57,4,0,2,5,hot air,oil,septic,No,No,No
0.215,0.14,13,21100,2206,57,4,1,2.5,9,hot air,gas,septic,No,No,No
0.37349,0.19,0,74800,3170,57,4,1,3.5,12,hot air,gas,public/commercial,No,Yes,No
0.259142,0.5,0,74800,2328,57,4,1,2.5,10,hot air,gas,public/commercial,No,Yes,Yes
0.293565,0.35,0,74800,2737,57,4,1,3,8,hot air,gas,public/commercial,No,Yes,No
0.285558,0.21,0,32000,2879,54,4,0,3,8,hot air,gas,public/commercial,No,Yes,No
0.27396,3.47,1,20300,2158,54,3,1,2,10,hot air,gas,septic,No,Yes,Yes
0.185,0.55,11,19300,1336,57,3,1,2,7,hot air,gas,public/commercial,No,No,Yes
0.19,0.53,4,4200,1594,54,3,0,2.5,6,hot air,gas,public/commercial,No,No,No
0.171,0.54,11,18900,1603,57,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
0.208,0.54,11,18900,2190,57,4,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.168,0.32,10,10700,1478,54,3,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
0.165,0.25,10,8400,1348,54,2,0,2,7,hot air,gas,public/commercial,No,No,Yes
0.1385,0.32,36,8000,1558,54,3,1,1,6,hot air,gas,septic,No,No,Yes
0.1799,0.5,13,18300,1574,54,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
0.18,0.04,13,16500,1612,54,4,0,2,7,hot air,gas,public/commercial,No,No,Yes
0.112,0.21,129,7300,1216,54,3,0,1,7,hot water/steam,gas,public/commercial,No,No,No
0.152,0.17,124,6000,2256,54,4,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
0.1,0.51,28,15000,1170,54,3,1,1.5,4,hot air,oil,septic,No,No,No
0.154,0.17,29,4600,1456,57,3,0,2,6,hot air,oil,public/commercial,No,No,No
0.133,0.11,29,3900,1320,57,3,0,3,5,electric,electric,public/commercial,No,No,No
0.285,0.14,14,20700,2076,57,4,1,2.5,10,hot air,gas,septic,No,No,Yes
0.138,1,22,16800,1326,57,3,0,2,5,electric,electric,septic,No,No,No
0.303,0.18,20,20900,2240,57,4,1,2.5,10,electric,electric,septic,No,No,No
0.25,1.29,19,21600,2100,57,4,1,3,7,hot air,gas,septic,No,No,Yes
0.1675,1,27,8300,1129,38,2,0,1,7,hot air,oil,septic,No,No,No
0.19,0.6,19,16000,2296,57,4,1,2.5,7,hot air,gas,septic,No,No,Yes
0.1825,0.46,20,13800,1475,57,3,1,2,8,hot air,gas,septic,No,No,No
0.107,1.03,20,20100,1268,57,3,1,1,6,hot air,gas,septic,No,No,No
0.195,0.47,15,14100,1816,57,3,1,2,7,hot air,gas,septic,No,No,No
0.169,0.5,30,15000,1632,57,4,1,2.5,8,hot water/steam,gas,septic,No,No,No
0.156,0.26,11,8700,1254,54,2,0,1.5,5,hot air,gas,public/commercial,No,No,No
0.12,0.49,30,64400,1272,57,3,0,1,4,hot air,gas,public/commercial,No,No,No
0.17,0.28,29,80800,1604,57,4,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.249835,0.52,0,77000,2474,57,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.188095,0.15,0,36000,2057,57,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
0.17645,0.05,6,32000,1852,57,3,0,2.5,8,electric,electric,public/commercial,No,No,Yes
0.322277,0.09,1,51400,2242,57,3,0,3,8,hot air,gas,public/commercial,No,No,Yes
0.149,0.49,32,64400,1564,57,4,1,1.5,9,hot air,gas,public/commercial,No,No,No
0.095,0.19,24,39200,960,57,3,0,1,6,electric,electric,septic,No,No,No
0.1985,0.1,63,85000,1680,57,2,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.185,0.03,3,27000,1428,57,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.1689,0.16,0,36800,1672,57,3,0,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.22,0.28,29,80800,2284,57,3,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.1299,0.32,31,54200,1286,57,3,1,1,4,hot air,gas,public/commercial,No,No,Yes
0.167,0.23,53,73000,1250,57,3,0,1,4,hot water/steam,gas,public/commercial,No,No,No
0.33,0.12,113,51300,1896,57,4,0,1.5,8,hot water/steam,oil,public/commercial,No,No,No
0.336,0.15,1,61000,2592,57,3,0,3,10,hot air,gas,public/commercial,No,No,Yes
0.512971,0.01,0,12500,1904,57,2,1,2,8,hot air,gas,public/commercial,No,No,Yes
0.229,0.29,3,46400,1680,57,3,0,2,6,hot air,gas,public/commercial,No,No,Yes
0.145,0.16,38,54900,1152,57,2,1,1,7,hot air,gas,public/commercial,No,No,No
0.103,0.07,16,46600,1290,57,3,1,1.5,5,electric,electric,public/commercial,No,No,Yes
0.21,0.17,93,55800,2396,57,4,1,1.5,11,hot air,gas,public/commercial,No,No,No
0.559,0.24,55,255000,3090,57,4,2,4,12,hot water/steam,gas,public/commercial,No,No,Yes
0.218,0.21,142,107000,1428,57,3,0,1,8,hot water/steam,oil,public/commercial,No,No,No
0.262138,0.15,0,114000,1631,57,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
0.125,0.24,33,49100,1368,57,3,0,1,7,hot air,gas,public/commercial,No,No,No
0.13,0.16,36,54900,1134,57,3,0,1,4,hot air,gas,public/commercial,No,No,No
0.1575,0.3,27,84600,1697,57,3,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
0.193,0.3,6,47000,1666,57,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
0.275,0.12,78,89000,1738,57,4,1,2.5,6,hot water/steam,oil,public/commercial,No,No,Yes
0.24,0.15,103,210000,1457,57,2,0,1.5,7,hot water/steam,gas,public/commercial,No,No,No
0.200136,0.15,0,54000,1632,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
0.395,1.4,12,128500,2186,57,3,0,2.5,6,hot air,gas,none,No,No,Yes
0.366703,0.15,0,95000,2117,57,3,1,2.5,6,hot air,electric,public/commercial,No,No,Yes
0.10315,0.25,32,50000,936,57,3,1,1,8,hot air,gas,public/commercial,No,No,No
0.31,0.17,169,220000,3347,57,6,2,2.5,12,hot water/steam,gas,public/commercial,No,No,No
0.1429,0.36,32,50600,1824,57,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.35977,0.16,1,62600,2592,57,3,0,3,8,hot air,gas,public/commercial,No,No,Yes
0.126,0.68,64,84200,1080,57,2,0,1,7,hot air,oil,septic,No,No,No
0.76,1.22,2,194700,3148,57,5,0,3.5,12,hot air,gas,septic,No,No,Yes
0.2825,0.25,150,115000,2128,57,3,1,1.5,8,hot water/steam,gas,public/commercial,No,No,No
0.132,0.06,18,28800,1616,57,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
0.325,0.23,5,73800,3313,57,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
0.207,0.48,25,57800,2327,57,3,1,1.5,10,hot water/steam,gas,public/commercial,No,No,No
0.155,0.24,32,49100,1640,57,4,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
0.33,0.12,73,89000,1421,57,3,0,1.5,5,hot water/steam,gas,public/commercial,No,No,No
0.10176,0.15,103,54000,1280,57,2,1,1,3,hot water/steam,gas,public/commercial,No,No,No
0.496,0.34,3,82400,3467,57,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.185,0.11,83,87000,1250,57,3,0,1.5,5,hot water/steam,gas,public/commercial,No,No,No
0.125,0.25,33,50000,1368,57,3,0,1,5,hot air,gas,public/commercial,No,No,No
0.286,0.13,1,110200,1396,57,3,0,2.5,8,hot air,gas,public/commercial,No,No,No
0.269,0.04,15,36000,2004,57,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
0.303374,0.12,1,56200,2242,57,3,0,3,6,hot air,gas,public/commercial,No,No,Yes
0.371165,0.39,0,85400,2786,57,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
0.2876,0.07,0,48200,2242,57,3,0,2.5,6,hot air,gas,public/commercial,No,No,Yes
0.131,0.34,33,55400,1404,57,3,0,1,6,hot air,gas,public/commercial,No,No,No
0.187,1,25,98500,1600,57,3,1,1.5,7,hot air,gas,septic,No,No,Yes
0.169,0.04,103,36000,1408,57,2,0,1,3,hot air,gas,public/commercial,No,No,No
0.1335,0.21,37,59400,972,57,3,0,1,8,hot air,gas,public/commercial,No,No,No
0.62,1.06,14,125100,4856,57,5,2,4,12,hot air,oil,septic,No,No,Yes
0.549254,0.25,0,63000,2885,57,3,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
0.28,0.09,82,83000,1560,57,2,0,1,6,hot air,gas,public/commercial,No,No,No
0.135,0.26,33,50600,1472,57,3,0,1,8,hot air,gas,public/commercial,No,No,No
0.195388,0.14,0,35200,2124,57,3,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
0.33702,0.15,1,114000,2162,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
