ID,TEXT,SENTIMENT
41546656,Si esta bien,POSITIVE
41234037,"Great, see you then ",POSITIVE
41151895,"great, appreciate you!",POSITIVE
10000727,I'll take it as long as it runs.  Much appreciated,POSITIVE
41151884,Thank you Lisa!,POSITIVE
41535926,Thanks. I will be there soon.,POSITIVE
41758385,"Ok,Thanks ",POSITIVE
41151825,Ok thank you for the explanation,POSITIVE
41782803,"Ok, thanks ",POSITIVE
41151815,Awesome thanks for the video,POSITIVE
41775420,"Ok, thank you ",POSITIVE
41151736,Thanks Ron!,POSITIVE
41151726,Sounds great! Thank you so much!,POSITIVE
41151719,Thanks for checking the basics.,POSITIVE
10000739,"Hi Pete, thanks so much for the video. Never had this experience before but it's very helpful. 
I've noted the recommended repairs and can't do the additional maintenance at the moment for financial reason but hope to be able to bring it back soon. 
Thank you again!",POSITIVE
41151664,"Awesome thank you, will head that way within the hour",POSITIVE
41781814,thank you so much!!,POSITIVE
41151618,Thanks  very much,POSITIVE
41151599,"Great, see you soon",POSITIVE
41151548,Ok. Gratitude.,POSITIVE
10000749,That's awesome! Thank you so much!,POSITIVE
41151511,Love the video! Thanks!,POSITIVE
41769380,Sounds good. Thanks,POSITIVE
41769836,Cool!,POSITIVE
41151475,Hi yes is very good .thank you,POSITIVE
41151463,No problem. Thanks Alex,POSITIVE
41782694,"Great, thank you ",POSITIVE
10000755,"Yes please!!
Thank you. 
28131 Livingston Ave
Valencia CA
91355",POSITIVE
41662926,"Great, thanks.",POSITIVE
41151365,Make sense to me. Thanks for your patience,POSITIVE
41151330,"Thanks Devin, I just got the survey this afternoon so I will work on it in the next couple of days. I appreciate you going the extra mile!",POSITIVE
41709925,"Okay, thanks! ",POSITIVE
41151274,Thank you Oscar. This was amazing. I really appreciate your time.,POSITIVE
10000765,"Okay great! Thanks 
What time do I need to be there by? ",POSITIVE
41151210,No no no Sharmela was the best.We love Shakers!!!,POSITIVE
10000767,perfect! just replace whatever needs to be replaced and i'll pay for it when i get to pick it up,POSITIVE
41151127,"Sharmela,you got me out in record time and saved me from having to wait at home.Putting  2 techs on was the key.Love our Hyundai and wife is so pleased. Of course I will recommend you and Shakers10+",POSITIVE
41151113,I like how they showed you a video of what they looked at on your car,POSITIVE
10000774,"Everything looks great I'll pass on the back window wiper today thank you again for the service, appreciate your time today ",POSITIVE
41151054,Totally love it!,POSITIVE
41151038,Good stuff!  Sounds like you sorted everything out regarding the battery with Jenna already?,POSITIVE
41742315,"Awesome, thank you ",POSITIVE
41601826,Sounds good. Thanks man,POSITIVE
10000779,"Good diagnosis. Thanks

Is this item covered under warranty?

Dave",POSITIVE
41583685,Ok great thanks!,POSITIVE
10000782,"Everything is great! 
Thanks for reaching out
I will keep an eye out for the survey ",POSITIVE
10000783,Ok I'll be back in a bit.  Thanks!!,POSITIVE
41150817,Amazing. Thanks,POSITIVE
41150795,"Great information to have, thank you very much! ",POSITIVE
41150798,Sounds good; thank you Rachel,POSITIVE
41150767,Yes that works!,POSITIVE
41150763,Perfect and appreciate your help.,POSITIVE
41539677,Thank you Matt!,POSITIVE
41518872,Thank you nick,POSITIVE
10000797,"I regret that I couldn't make my service 








 appointment last Monday due to a family issue. But as a comment for your service. I've always been very pleased with your service and I waited 10 for 10. I will have to reschedule my appointment that I had for last Monday.",POSITIVE
10000798,I liked it a lot is there anyway I can replace the windshield wipers since they're tearing?,POSITIVE
41205589,"Thanks, Justin! ",POSITIVE
41150579,#10,POSITIVE
41150524,Ok. Thank you very much,POSITIVE
10000803,"Hi Brian. Thanks for the great service on my Subaru. I really enjoyed the video, and the speed with completing the service was amazing! Yes, of course I would recommend Subaru not only because it's a wonderful automobile, but also because of the helpful and efficient service department. ",POSITIVE
41150447,JP is great to work with! Thank you!,POSITIVE
41150422,Excellent work Kelton. Thank you!! Looks like 5* work to me!!,POSITIVE
41150416,"Great - thanks!  I can hopefully pick it up tomorrow (Wed) or Thursday, weather dependent. ",POSITIVE
41774949,Thank you very much!,POSITIVE
10000807,Thanks. It's working fine now. You and Kevin are the best.,POSITIVE
41150275,Thanks! Let me know when I should pop over.,POSITIVE
10000810,Patrick-- thank you so much for the follow up.  I do miss my car however the use of the loaner has been a godsend.  Hoping there won't be any shipping issues!  Thanks again and have a great evening!!,POSITIVE
41150241,Please go ahead and do all the work that needs to be done. Thanks Jeremy!,POSITIVE
10000811,I love the video! That's an awesome feature. Did you find why the battery may not be charging or being drained by something,POSITIVE
41150218,Okay sounds good thank you!!!,POSITIVE
41150210,Thx bud!,POSITIVE
41150181,"nks again, car is running solid :)",POSITIVE
41472809,Sounds good! Thanks!,POSITIVE
41150099,Looks great! Coming in now to discuss,POSITIVE
41150097,"Everything is great, Matt.  Thank you!",POSITIVE
41150090,Very good! Thanks for help.,POSITIVE
10000817,Thanks for the great service your tech where great will use you In future for my other ford's thanks Alan,POSITIVE
10000818,"Loved “Good afternoon, this is David at North Park Lexus.  I should have your vehicle completed tomorrow and then I'll reach out for payment.  I just wanted to update you today.  Thank you.”",POSITIVE
41150070,Thank you!!! I will be over in a little bit!,POSITIVE
41150006,yes thankyou so much,POSITIVE
41149966,"Alrighty, I will let her know. Thank you!",POSITIVE
41760819,Excellent!,POSITIVE
41149896,"Hi Jeremy, I did see the video, thanks for sending! ",POSITIVE
41149882,"Hello Julio, wow thanks, that was different and I really liked the video.  We will pick Up the car about 315 thanks again",POSITIVE
41149872,"Cool, thanx!",POSITIVE
41149870,Fantastic. Thanks Dustin! Have a great day.,POSITIVE
10000824,"Awesome,  thanks! Also, we're you able to look at yhe daytime light?",POSITIVE
41149836,"Hey Richard, everything looks good! Thank you guys. Where do you guys recommend I get the replacements for the wipers and filters?",POSITIVE
10000830,Awesome thank you Let's do it for the 1701 and reset BCM and fix window.   Do you need to send new estimate?,POSITIVE
41149779,Greta leaving soon!  Thank you!,POSITIVE
41149763,Please add the Goodyear tires. Thank you!,POSITIVE
41149748,Sounds much better than $3300! Thanks! Any approximate time when it will be ready?,POSITIVE
10000832,Fantastic! I'm ready whenever y'all are :),POSITIVE
41149742,"Great news! Thank you, does the dept. close at 6p today?",POSITIVE
41149743,"Please, no other recommended work at this time. No alignment, etc or other item listed under the recommended work. Thank you! ",POSITIVE
10000834,"thank you for the update, that's great to hear! i'll come pick it up tomorrow ",POSITIVE
41149706,"Thanks for the update, Jim!  So the battery is still good?",POSITIVE
41720341,I like it!,POSITIVE
41149682,Thats good. At least nothing is wrong. Thank you so much for the effort. Will be there this afternoon.,POSITIVE
41755502,Sounds great thank you,POSITIVE
41149634,Ok perfect  thank you and sorry for being a pain,POSITIVE
10000845,"The team was very helpful. They didn't know that I had oil changes left on my service plan, however, if they said they were very professional. They washed my car and, checked the tires and fluids. Staff was very friendly. ",POSITIVE
10000846,Thanks Deshawn! What's the estimate,POSITIVE
10000847,It's going great thank you for the great service,POSITIVE
41483473,Ok great. Thank you.,POSITIVE
10000848,That's terrific!,POSITIVE
10000853,I'll run them until the next tire rotation/service. Thank you for reaching out!,POSITIVE
10000858,It's great!,POSITIVE
41149333,"Awesome! Thanks, it takes me half hour, I will be there by 5 or so",POSITIVE
41149287,That video is great! I appreciate being able to see what has been worked on.,POSITIVE
41719770,"That was great, thank you!",POSITIVE
41149114,Great job loved it,POSITIVE
41148975,"Ok sounds good thank you JC, you da man",POSITIVE
41148962,You job is not easy I see what my brother goes thru  you are a super plus   for Cooley vw,POSITIVE
41148938,Perfect!! Thank you so much!,POSITIVE
41148880,"Great! Thank you, thank you! ",POSITIVE
41465599,okay awesome,POSITIVE
41148838,Ok great thank you again.,POSITIVE
41148827,great! would i be able to pick it up around 6:30?,POSITIVE
41634477,Perfect.  Thank you,POSITIVE
10000889,Hi Nicholas! Amazing video! I appreciate you guys tremendously! I don't see where I can approve what repairs. I would also like to know exactly the cost of the things I need most replaced! I really can't go over $450,POSITIVE
41148782,Ok thank you! I will get a call to confirm correct?,POSITIVE
41148746,Really appreciated the video! Thanks!,POSITIVE
41148732,Sound good. Thank you for your help,POSITIVE
41148665,Perfect. Thanks again!,POSITIVE
41148663,Had a great experience and I appreciate all the effort in the situation. Car is running like a dream. Thank you!,POSITIVE
10000895,"Josh,
We will put the brakes, spark plugs, battery cables and air filters on the next service. 

Thank you!",POSITIVE
10000896,"Everyone got home OK, well except for my wallet ($260 towing bill). I'll make another appointment for the CR-V after I get the alternator on the Toyota replaced. Thanks for your understanding and help.",POSITIVE
41148645,"No worries, thank you for the update!",POSITIVE
10000898,"Well thank you, I thought there where 2 discharge port. That was with the heat on or the AC? It was the heat that didn't work. But just FYI, you rock dude thank you customer service at its best. I don't know what time you close five or six if you're there Do you want to reach out I've got my phone I'll touch base with you tomorrow. Did you happen to ask the old owner about the water pump?",POSITIVE
41148611,Thank you! Is it ok if I come to pick it up around 5:30?,POSITIVE
10000901,"Oh man, that's great as it might be an easier fix. I have the platinum level coverage, which seems to have covered all in past. Please let me know. THANKS!!!",POSITIVE
41148571,Looks awesome. Thanks for taking care of that nail,POSITIVE
41148560,Thank you! Can I pick up the car now?,POSITIVE
41527358,Awesome! Thanks!,POSITIVE
10000909,Awesome. Thanks. I'll be there in a few,POSITIVE
41148450,Sounds great!  Thank you!,POSITIVE
10000912,Thank you! I'll have to find out when I have time but I will let you know! I will also look at the other recommended services and see about getting some of those fixed the same day too. Thank you again!,POSITIVE
41148383,Sounds good. Thanks for the updates!,POSITIVE
41148356,JP was amazing. He was knowledgeable and gave me all the options available to me and helped me navigate what was going on.,POSITIVE
10000916,"Hi Jerry
I will pick it up tomorrow. Thank you!",POSITIVE
41148313,Love it! Thanks for the video. Is my car ready for pickup?,POSITIVE
41148279,Thank you so much! Can I confirm that the electrical is purely from the Progressive device?,POSITIVE
41148268,"Ah, ok that will work. Thank you! ",POSITIVE
41148250,Loved “Yes maam you do the same”,POSITIVE
41148206,Okay thank you so very very much. Have a great evening!!!,POSITIVE
41148141,"Cool, I loved this innovation ",POSITIVE
10000926,That's great thank you,POSITIVE
41148115,Thank you! Be there in about an hour. Thank you for all your help.,POSITIVE
41637654,Perfect. Thank you,POSITIVE
41148051,Sounds good. Thanks for all your help. See you tomorrow,POSITIVE
41148040,5 star plus. Thank you very much. The videos were interesting.,POSITIVE
10000931,Awesome! I'll be there before 5:00 to pick it up!,POSITIVE
41147915,Yes please. Thank you for replacing the windshield wiper!,POSITIVE
41147902,Ok perfect. Thank you very much.,POSITIVE
41698845,5 Star,POSITIVE
10000936,"Thanks so much for your help with this.  I will still keep on the lookout...in case I somehow come upon it down here.  
See you soon.",POSITIVE
41147822,"Appreciate your help, will be waiting ",POSITIVE
41147816,"No worries, thank you. ",POSITIVE
41147804,Awesome. Thank you! Hoping to get up before the traffic gets bad but no worries if bots not available until later,POSITIVE
10000940,Thank you so much! I'm happy the only other items to be replaced were the tires!,POSITIVE
41147786,"Walser continues to provide great service, as they have over the last 80k miles. In particular, I was impressed their quote for this service came in under my local ""small town"" shop. Dealership-quality work for a bargain?  Does it get any better?  Also, Angie did a great job as a new advisor. ",POSITIVE
41147757,"Hello, just checking in with you ;)",POSITIVE
41147751,Thank you -- we appreciate you taking the time to document the work for us to see,POSITIVE
41147732,Perfect! Thanks for the update!,POSITIVE
41147709,Thanks enjoy it very much,POSITIVE
10000947,THATS IT!? Wow.... that's good,POSITIVE
41775447,"Perfect, thank you ",POSITIVE
41147610,That is pretty cool man ... never seen anything like it,POSITIVE
41552957,Thx so much,POSITIVE
10000951,Oh great. I'll head back over in a bit. Thanks for the update,POSITIVE
41147603,"Thanks so much very kool and informative, great job ",POSITIVE
41147588,Right on. Appreciate it.,POSITIVE
41147582,Thanks for the video and the explanation of work done. Appreciate your solving the existing problem and hope all is in good working order.,POSITIVE
41669094,"Okay, thank you for the update ",POSITIVE
41147537,"Thank you so much, that is fine ",POSITIVE
41697094,That sounds good,POSITIVE
41147494,This was informative.,POSITIVE
41147465,Sounds good. Thank you!!!,POSITIVE
41147429,Hi mat thank you your service was amazing,POSITIVE
10000964,thank you so much Jay! i'll be there around 15-20 mins.,POSITIVE
41759351,Liked,POSITIVE
41147385,Yes thank you I am feeling much better.,POSITIVE
41249083,K thx,POSITIVE
41147338,No worries! Sounds great. Thank you!,POSITIVE
41147321,Thanks for the communication,POSITIVE
41147317,Okay thank you. Is it ok to leave the car there for tonight at least?,POSITIVE
41147310,Okay - please proceed. Thanks!,POSITIVE
10000969,Let's get it done now if possible please,POSITIVE
41147300,Looks fantastic!,POSITIVE
41147293,"that is anazing, thank you fine people. highly enjoyed this video.",POSITIVE
41147213,Looks good!  Ready for Aly to pickup?,POSITIVE
10000975,"Sounds great!!
Thank you and we will head up in the next 30 mins or so. If that's okay?",POSITIVE
10000976,"Okay. I have appointments tomorrow so I won't be available until late afternoon.
I appreciate the follow up. Thank you. Great job.",POSITIVE
41147146,Very thorough video! Thanks for the update,POSITIVE
10000981,I'll give it a 10,POSITIVE
10000983,"Oh gotcha. Well it's all good, like I said, same cost as originally expected. Thanks for sharing, and no worries, seriously!",POSITIVE
10000984,That's perfect. Thanks,POSITIVE
41147105,Okay thanks again,POSITIVE
41147024,"Liked “Sounds good, I did see that come through.  We will…”",POSITIVE
10000993,"Okay great, thank you! I'm on my way back. ",POSITIVE
41147008,Many thanks Kate,POSITIVE
41147006,super informative,POSITIVE
41146997,Thanks looked great,POSITIVE
41146989,I loved this video,POSITIVE
41146988,"Yes, that is great! Thank you. ",POSITIVE
10000995,Very satisfied. Thanks,POSITIVE
41146952,Thank you for your professionalism,POSITIVE
41169933,Thanks John.,POSITIVE
41756172,Wonderful!,POSITIVE
41623238,Okay. Thanks.,POSITIVE
10001004,Let's do it!,POSITIVE
41146855,Ok thank you for touching base with me John,POSITIVE
41146850,Yes go ahead and replace thanks!,POSITIVE
41243516,"Excellent, thank you. ",POSITIVE
41146839,Thank you I will be picking up car this afternoon,POSITIVE
41760555,Have a great day,POSITIVE
41146819,Received.. thank you,POSITIVE
41146806,All good! Just give me updates! :),POSITIVE
10001005,"Thanks so much Blake!
I think it does stand out enough that I'd like to try to find the right match if possible.  I wonder if they put some other standard/temporary lug nuts on( so we keep that set reusable for you) until we can more answers.  Let me know what you think of that idea.  Thank you!",POSITIVE
41146772,Thanks for let me know .,POSITIVE
41146768,Ok thank you just curious,POSITIVE
41146766,Thanks. Appreciate the effort.  Can I call the cashier with my credit card number,POSITIVE
41146692,"Okay, thanks for the info!  Is that the best price in the tires?",POSITIVE
41146691,I was pleased with all the services. Thanks Denny Lynch,POSITIVE
41760893,Nice!,POSITIVE
41783463,Great. Thanks,POSITIVE
41146636,"Absolutely love this, thank you so very much!! ",POSITIVE
41659836,I love it!,POSITIVE
41146606,Ok. Sweet!,POSITIVE
41146568,Ok thanks for letting me know. I appreciate it.,POSITIVE
41146562,"Loved “Hi DAVID, Thanks for choosing Walser Toyota. Pleas…”",POSITIVE
41146501,This was great. Thank you,POSITIVE
41354935,Got it! Thanks,POSITIVE
10001022,"I'll be looking for it. Once again, thank you so much.",POSITIVE
41146439,The service was top notch,POSITIVE
41146435,Thank you so much! I will pick up tomorrow morning,POSITIVE
10001033,"Got it. Sounds good. 
Just asking. ",POSITIVE
10001037,Ok let's wait then. Thank you,POSITIVE
41146262,Hi Nick - I picked up the vehicle on Saturday. Thank you so much for taking care of my case and patiently responding to me. Appreciate it !,POSITIVE
41146241,"Thanks Kevin, I appreciate it. ",POSITIVE
41146240,Liked “sounds good. see you then”,POSITIVE
41146221,Great customer service feature. Appreciate it.,POSITIVE
41146185,Thanks Rick.,POSITIVE
10001044,Thank you! I'll probably take care of those next time I come in. I'll be there a little after 5 to pick up. Thank you for your help!,POSITIVE
41146167,Sounds good !,POSITIVE
41146150,Whaattt lol here I am thinking my car is about to brake apart .. omg ok thank you,POSITIVE
41556013,On my way. Thank you.,POSITIVE
41146125,Interesting. Thank you,POSITIVE
41762980,Great! Thank you!,POSITIVE
41146114,Loved “My pleasure! Stay safe out there in the upcoming b…”,POSITIVE
41146111,Thanks I saw it already.  Nice job..jusnita,POSITIVE
41768603,Perfect!,POSITIVE
41146053,Loved “at that time of day ? i could probably have you ou…”,POSITIVE
41146043,Thank you for your service. I really liked how you explained all the information I needed,POSITIVE
41146013,Hey Kaylee I did not receive one lately but I did respond to one after I had the car serviced. Send it again an I will gladly respond. Thanks,POSITIVE
41146011,Very Cool..thx,POSITIVE
10001052,Thank you! I'm marking your video in the GREEN!!,POSITIVE
10001053,"Thank you Dale
Don't forget full synthetic oil, filter change, and tire rotation.
Appreciate it.",POSITIVE
41680434,Great! Thank you.,POSITIVE
41145950,Thank you! I appreciate your help:),POSITIVE
10001055,10 and Curt's a good man ok,POSITIVE
41145898,"Yes, proceed. Thank you! ",POSITIVE
41145878,Cool thx!,POSITIVE
41145851,"No worries! Thank you, I will use the link! Can I pick up my car anytime before 6:00pm?",POSITIVE
10001063,I will see y'all again down the road. Thanks again!,POSITIVE
41145794,Everything was great and I filled out the survey earlier today,POSITIVE
10001064,Hi Ed. I like a video showing the status of my vehicle. The tech talked a bit too fast and there was too much background noise for me to understand it completely. It is a great opportunity for the tech to speak directly to the customer showing their expertise and concern for the customer and their vehicle. I appreciate the tech's efforts. I believe it was John. And thank you for your top notch customer service.,POSITIVE
41145725,Thanks!  We are on our way.,POSITIVE
41145711,10 I am very pleased.,POSITIVE
41145693,Thanks let me know if you need anything else,POSITIVE
41145684,Thanks Mitch !,POSITIVE
41145683,Perfect.  Thank you for the update.,POSITIVE
10001071,Awesome I'll set up to get dropped off there around 5!,POSITIVE
41782577,Awesome! Thank you!,POSITIVE
41145637,Loved “No problem. Ill have them get on that for you. Hav…”,POSITIVE
10001075,You were perfect I will check my email I'm sorry I haven't checked my email since I got my car. Thank you for everything,POSITIVE
10001076,"Thank you... cool video.  And the truck looks supreme.  I may make the trip this week and weekend is pretty tight... but next week Monday or Thursday maybe promising. Will keep you posted as the days get closer. 

Thank you again. ",POSITIVE
41145619,Loved the video thanks Justin will call you next month to get the brakes done! David,POSITIVE
10001077,Hi! Everything's great thank you! Yes I saw the email I will get my sister to fill that out right away!!,POSITIVE
41145492,Please confirm review and receipt when available. Have a nice day!,POSITIVE
41145491,Thanks! Everything looks good,POSITIVE
10001084,That's awesome! Thank you!,POSITIVE
41145448,"Thanks for getting back to me. It took a little while with the manual, but I think I have all the settings back where I had them.",POSITIVE
10001085,"Thank you in the future it would be nice to have a cost estimate prior to service being performed.
Thank you for your consideration ",POSITIVE
41145423,"Hey Teresa. Very interesting, good job. Nice Chatting with you.",POSITIVE
10001090,"I REALLY LIKE IT, IT'S GREAT TO SEE WHAT'S GOING ON . THANKS ",POSITIVE
41145371,"Yes, please and again, thank you for your patience...",POSITIVE
41145363,Oh that will work!,POSITIVE
41145353,"Thank you all! I am a shadetree mechanic, but you all are the experts, and I was happy to pay for your time and expertise today. Thanks again! ",POSITIVE
10001091,We'll give you a 10!,POSITIVE
41145331,Great. Hopefully that has fixed it,POSITIVE
41145294,"Awesome video.  Confirms our discussion, your tech did a great job.",POSITIVE
41145291,Awesome!! Love it,POSITIVE
41145249,"Nice, thank you.",POSITIVE
41772906,"Sounds good, thanks",POSITIVE
10001104,"By the way, this is great, especially because I can't explain it correctly.",POSITIVE
41145200,Nice touch!  Very interesting to be able to see my car!  Thanks!,POSITIVE
41145188,Thank you for the clarification,POSITIVE
41145186,Loved “Hi SKYLER! This is Steve at Cadillac of Laguna Nig…”,POSITIVE
41145179,"Great Video, keep this going ",POSITIVE
41145176,Great video! I will replace the cabin air filter myself,POSITIVE
41145153,Hi - thanks for the video.  Very helpful,POSITIVE
41594673,Excellent thanks,POSITIVE
41715962,"Sounds good, thank you",POSITIVE
41145076,"Ok, great. ",POSITIVE
41666406,Great. Thank you.,POSITIVE
41779188,Perfect thanks,POSITIVE
41685749,I appreciate it,POSITIVE
41608541,Thankyou,POSITIVE
41145011,Always great service with you guys.  No concerns.  Thank you!!,POSITIVE
10001113,Excellent.  I'll be there before 6.,POSITIVE
41765814,Awesome thanks,POSITIVE
10001123,Thanks a lot! I'll try Friday or Saturday I’ll let you know,POSITIVE
10001127,Wow that was quick we didn't even know they had one in stock,POSITIVE
41144760,Okk thank you!!!,POSITIVE
41144683,Thanks Richard. I am impressed with your customer follow up. I am still nervous about this vehicle.,POSITIVE
41756540,Thank you !,POSITIVE
41144675,Sweet thank ya.,POSITIVE
41701269,Perfect! Thank you!,POSITIVE
41144601,Holy smokes. Thank you.,POSITIVE
41144598,OK thank you have a good evening,POSITIVE
41144552,You guys make it so simple,POSITIVE
41144545,Liked “Will do! Thanks for being patient Hank”,POSITIVE
41144515,"Thanks, Matt, for all of this. Could you please also email me a copy of what needs to be done and that the cost is covered? My email is clgentes@gmail.com. ",POSITIVE
41144476,"yes, thank you so much. I really appreciate that being fixed.",POSITIVE
41144461,Liked “From Jack Daniels Audi of Upper Saddle River: good…”,POSITIVE
10001150,Perfect thank you! I'll come pick up the car in a few hours then when I am off of work,POSITIVE
41623941,"Ok, sounds good",POSITIVE
41144433,Yes thank you. Please keep me posted.,POSITIVE
41144423,"Yes sir, great news. ",POSITIVE
41706236,Good.,POSITIVE
41144402,"Cool, thanks for letting me know ",POSITIVE
41144314,Understood. Just going to stick with tires for now. Thank you for the update.,POSITIVE
41714647,Thanks Nick,POSITIVE
41144284,Yes please I have a spare thank you so much,POSITIVE
41144262,I always feel taken care of.,POSITIVE
10001162,"Great!
And how long it will be the process of a loaner car?",POSITIVE
10001164,Thank you. We're almost there.,POSITIVE
41694706,Awesome. Thank you!,POSITIVE
41719301,Sounds great!,POSITIVE
41456737,"Awesome, thank you.",POSITIVE
10001174,"The payment is done.
Once again, thanks a lot for all your help!",POSITIVE
41144004,Video was great!  Thank you!,POSITIVE
10001175,"This is awesome!!! 
Love this new video service you guys offer! ",POSITIVE
10001180,It's a 10 always very knowledgeable and friendly  and kind do recommend to my clients and friends thank you,POSITIVE
41143929,Thanks Seita!,POSITIVE
41143928,That sounds great.  Except for the tires.,POSITIVE
41143918,Thank you very much! Please just do the tire rotation and oil change today. Are the filters a necessary fix?,POSITIVE
41143917,"Good afternoon Mike, thank you for the video and fixing the car. Do you know when can i get the car back?",POSITIVE
41143799,Thank you very much. Will be up shortly to pick it up.,POSITIVE
41143750,Thanks Saul - I approved the brakes and alignment.,POSITIVE
41143744,Thanks cuz,POSITIVE
41143702,Thanks Chris!  What did the technician think about that right front tire?  I plan to come around 8 am tomorrow to pick up.,POSITIVE
41143674,Ok  great thanks,POSITIVE
41143672,"It was great, thank you!",POSITIVE
41782536,Loved it,POSITIVE
41143659,Video was informative. What is the cost for the various recommendations?,POSITIVE
41143619,Liked “Hi TAMMY! This is Court at Audi Volkswagen of Chat…”,POSITIVE
41143574,It was wonderful,POSITIVE
41730600,Sounds good. Thanks!,POSITIVE
41143549,Thanks for the video please do the alignment,POSITIVE
41143493,Service was prompt and accommodative. The waiting room for customers is always well stocked and in very clean and tidy condition. Appreciative of the reliable WiFi!,POSITIVE
41769111,I like it thank you,POSITIVE
41143269,"Yes , thanks for all your help ",POSITIVE
10001234,"?? ?? (Matsumura)
Thank so much for service my car.",POSITIVE
41143056,Thank you Anissa!,POSITIVE
41143032,"The car is perfect, thank you!!",POSITIVE
41143031,That was great. Please call me to go over a few of the items to do,POSITIVE
41743546,Oh perfect thank you!,POSITIVE
41142929,Thanks. I liked it.,POSITIVE
41142884,"Ok, that sounds good.",POSITIVE
41142883,Everything well.,POSITIVE
41142876,Oh thank you for the update,POSITIVE
41142860,The video how my car is being serviced is a great idea.,POSITIVE
10001249,"Excellent!
 Appreciate the great customer service!",POSITIVE
41769794,Looks good.,POSITIVE
41142808,Thank you tons.,POSITIVE
41142799,"Great, when can we pick it up. ",POSITIVE
41142784,"Service was great. However, I was surprised by three of the repairs.....just caught me off guard.",POSITIVE
41653170,Ok perfect,POSITIVE
41142776,Thank you Sandra for assisting us you did a great job,POSITIVE
41142774,Yes it was a 10/10 experience,POSITIVE
41142757,I was very satisfied with the service but I might have deleted the survey email by mistake . Please resend. Thank u.,POSITIVE
41142748,Good job  thanks,POSITIVE
41142736,Thanks for the update. Pretty detailed. I reviewed it.,POSITIVE
10001259,"That's a pretty cool little video lol  I just recently got the car and have yet to do anything parts wise to it but will be doing so myself! Only things he missed in the video is he didn't notice that the car has no low beam headlights (bad housings) and he also said both rear tires are good but there wear pattern is very choppy and has a few flat spots, nice call on the cv axle boots leaking as it does have a bad cv axle causing vibrations under load, he also mentioned about the tensioner pulley being bad and ""leaking"" witch it is bad but they arnt grease filled that was just my remedy to quiet it down for now lol overall pretty informational video! ",POSITIVE
41142640,Really appreciate the video explanation & prompts for work. I just authorized 2 of the 5 recommended jobs.,POSITIVE
41142590,Very cool!!,POSITIVE
41142522,It was great!  Thank you very much.,POSITIVE
41142509,Thank God... I appreciate you,POSITIVE
41406760,Everything looks great! Thank you!,POSITIVE
41142467,Awesome! Is it ready to be picked up or shall I wait? Thank you guys so much,POSITIVE
10001273,what a lovely video. The gentleman didn't take off his shirt and do a dance though... if he did I would give you five stars but today you'll get a 4.7,POSITIVE
41711445,Thank you !!,POSITIVE
10001280,Thanks for the video. I'd prefer replacing my tires elsewhere. Otherwise is my car ready?,POSITIVE
41142240,Thanks so much for the update,POSITIVE
41782028,Thank you so much.,POSITIVE
41142198,Ok no worries! Sounds good.,POSITIVE
41142141,Nice! Can pick up today?,POSITIVE
41142082,Thank you again for your help,POSITIVE
41142059,Meant to say....Thank you!,POSITIVE
41142023,Okay that sounds good thank you!,POSITIVE
10001300,"Looks great, William, thanks. If it's not ready tonight I can get it tomorrow,  no problem .",POSITIVE
41141924,Looks awesome!,POSITIVE
41141905,Thank you. So you think it was the sun pass?,POSITIVE
41141907,Ok cool thanks! My mom will pick up the car in a few,POSITIVE
41141863,You are the king of the world...,POSITIVE
41141798,"I do appreciate it. This is just the worst situation. I am in the worst position, thanks",POSITIVE
41599535,I liked it!,POSITIVE
41141670,The video was awesome! A GREAT customer service tool,POSITIVE
41141653,Okay. Thanks for the update,POSITIVE
41141621,OK.. THAT IS GOOD . PLEASE START ORDER.. THANKS SO MUCH. JOAN VICKERY,POSITIVE
41141605,Yes no problem. Video was helpful thanks,POSITIVE
10001326,Wooooooohooooooooo... that's good to know... so what is it that I need to do now,POSITIVE
41772543,"Looks great, thank you! ",POSITIVE
41141558,"I will fill out the survey in the email, but I am so thankful for the service I received and will definitely be coming back! Thanks again",POSITIVE
41141560,Great. See you tomorrow,POSITIVE
41141543,I am happy with the service.,POSITIVE
41377981,Like It!,POSITIVE
10001328,That's great!! How did the test drive go?,POSITIVE
41141524,Sounds good!  Thanks for the update.,POSITIVE
41141517,Great! Will be back shortly,POSITIVE
41141512,Very much appreciated!,POSITIVE
41141508,Thanks o much for everything Jackson,POSITIVE
41141489,Ok thanks dude!,POSITIVE
41141434,Thanks Salvador!,POSITIVE
41141344,Thank you!!! We are on our way over now and can wait for it to be ready.  Appreciate everything you did to help,POSITIVE
10001342,On my way. Thank You!',POSITIVE
41141272,The video is awesome!!,POSITIVE
10001343,"Awesome, thanks Hannah!  Great video, that's so cool!",POSITIVE
41141248,"That was very cool, thank you for sending. I would like to replace the key battery. Can you get me a price on new tires before I decide about that?",POSITIVE
41628549,Thank you Ashley,POSITIVE
41618964,Thank you see you soon,POSITIVE
41141201,Thanks! Tell Jerry he did a thorough job.,POSITIVE
41141188,Sounds good..  appreciate the updates,POSITIVE
41141189,Hi! That is absolutely fine! Thank you for letting me know!!,POSITIVE
41141136,Thank you for the video- how do I know when my car is done?,POSITIVE
41141025,Video is helpful actually,POSITIVE
10001351,It's a great idea!,POSITIVE
41242725,Thanks for getting back to me,POSITIVE
41140868,Thank you so much.. can you please attach the documents with the total cost of the repairs please,POSITIVE
